Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Pressure(Pa),Height(m),Longitude(),Latitude(),GPS ground speed(km),Angle of course(°),GPS height(m),Number of satellites(),Position location(),Horizontal position(),Vertical position(),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 17:24:35.128,COM14,, 0.024, -0.116, 1.143, 0.671, 0.122, 0.610, -1.285, 0.577, -5.339, 5.627, 24.693, -16.987, 30.89,,,,,,,,,,,,,,,,
 17:24:35.161,COM13,, 0.080, -1.076, -0.191, 4.028, 0.488, 2.991, -1.406, 1.082, 50.383, 2.100, -13.180, 111.900, 31.37,,,,,,,,,,,,,,,,
 17:24:35.211,COM14,, 0.049, -0.024, 1.137, -2.014, -0.061, -0.610, -1.203, 0.461, -4.021, 3.513, 24.373, -15.440, 30.91,,,,,,,,,,,,,,,,
 17:24:35.296,COM13,, 0.061, -1.056, -0.099, -2.808, 1.526, -3.113, -1.335, 0.994, 50.521, 2.247, -13.413, 111.753, 31.37,,,,,,,,,,,,,,,,
 17:24:35.346,COM14,, 0.064, 0.069, 0.924, -0.366, 1.343, -2.686, -1.099, 0.368, -3.351, 1.533, 22.580, -14.373, 30.90,,,,,,,,,,,,,,,,
 17:24:35.399,COM13,, 0.053, -1.099, -0.024, -0.977, 2.991, -0.671, -1.099, 0.813, 50.488, 0.187, -13.893, 111.440, 31.40,,,,,,,,,,,,,,,,
 17:24:35.426,COM14,, 0.056, -0.024, 0.894, 1.099, 0.854, -3.723, -1.038, 0.286, -3.142, -0.313, 21.307, -13.820, 30.87,,,,,,,,,,,,,,,,
 17:24:35.456,COM13,, -0.049, -1.062, 0.089, -0.183, 5.005, -0.366, -0.906, 0.720, 50.246, -0.600, -14.467, 111.120, 31.39,,,,,,,,,,,,,,,,
 17:24:35.513,COM16,, -0.021, -0.006, 1.009, -2.625, -2.136, 67.017, 3.939, 2.274, 131.693, 44.947, -30.227, 21.333, 32.34,,,,,,,,,,,,,,,,
 17:24:35.531,COM14,, 0.058, -0.122, 1.022, -0.488, 0.610, -5.127, -0.901, 0.176, -3.197, -1.633, 20.460, -13.187, 30.91,,,,,,,,,,,,,,,,
 17:24:35.540,COM16,, -0.068, -0.101, 1.088, -3.479, -4.089, 66.467, 3.977, 2.060, 137.845, 41.467, -30.207, 20.460, 32.35,,,,,,,,,,,,,,,,
 17:24:35.549,COM16,, -0.085, -0.011, 1.194, -3.662, -0.305, 66.711, 3.988, 2.043, 143.784, 38.853, -30.353, 19.887, 32.33,,,,,,,,,,,,,,,,
 17:24:35.563,COM13,, 0.095, -1.042, -0.021, -0.366, 5.798, 0.854, -0.791, 0.593, 49.861, -0.147, -14.947, 113.333, 31.38,,,,,,,,,,,,,,,,
 17:24:35.564,COM16,, -0.024, 0.029, 0.936, -3.174, -1.587, 67.139, 4.010, 1.950, 149.436, 36.313, -30.507, 19.500, 32.36,,,,,,,,,,,,,,,,
 17:24:35.566,COM16,, -0.043, 0.043, 0.935, -1.587, -1.343, 69.397, 4.005, 1.703, 154.918, 33.773, -29.753, 18.920, 32.36,,,,,,,,,,,,,,,,
 17:24:35.582,COM16,, -0.042, -0.033, 1.076, -2.197, 0.427, 68.787, 3.994, 1.615, 160.181, 30.493, -28.867, 18.220, 32.32,,,,,,,,,,,,,,,,
 17:24:35.611,COM14,, 0.011, 0.130, 0.991, 1.526, -1.526, -6.836, -0.742, 0.055, -3.664, -2.167, 20.653, -12.853, 30.92,,,,,,,,,,,,,,,,
 17:24:35.650,COM13,, 0.037, -1.020, -0.158, 1.221, 6.287, 2.075, -0.555, 0.412, 49.356, 0.220, -15.380, 113.247, 31.35,,,,,,,,,,,,,,,,
 17:24:35.721,COM14,, 0.065, 0.005, 0.841, 0.732, -0.916, -7.813, -0.621, -0.033, -4.224, -2.693, 20.940, -12.240, 30.91,,,,,,,,,,,,,,,,
 17:24:35.757,COM13,, 0.000, -1.035, 0.085, -2.930, 7.751, -3.052, -0.335, 0.242, 48.735, -1.327, -16.140, 112.693, 31.39,,,,,,,,,,,,,,,,
 17:24:35.825,COM14,, 0.009, 0.033, 0.943, 0.122, 0.793, -9.216, -0.456, -0.165, -5.098, -3.973, 21.040, -12.100, 30.93,,,,,,,,,,,,,,,,
 17:24:35.888,COM13,, 0.031, -1.047, -0.093, 2.502, 10.376, 3.540, -0.143, 0.093, 47.966, -1.827, -16.573, 114.787, 31.41,,,,,,,,,,,,,,,,
 17:24:35.955,COM14,, 0.038, 0.073, 0.955, -0.549, -0.122, -10.071, -0.275, -0.253, -6.092, -3.547, 21.080, -11.767, 30.92,,,,,,,,,,,,,,,,
 17:24:35.970,COM13,, -0.012, -1.024, 0.025, -0.916, 11.780, -1.221, 0.022, -0.082, 47.098, -1.940, -17.260, 114.547, 31.37,,,,,,,,,,,,,,,,
 17:24:36.011,COM14,, 0.133, -0.041, 1.046, 0.061, 0.305, -12.329, -0.104, -0.335, -7.229, -5.367, 21.100, -11.560, 30.91,,,,,,,,,,,,,,,,
 17:24:36.053,COM13,, 0.040, -1.057, 0.032, 4.517, 13.245, 2.563, 0.302, -0.225, 46.044, -3.573, -18.020, 116.413, 31.38,,,,,,,,,,,,,,,,
 17:24:36.105,COM14,, 0.028, 0.066, 1.027, -0.854, -0.732, -14.343, 0.066, -0.423, -8.674, -5.507, 21.213, -11.433, 30.91,,,,,,,,,,,,,,,,
 17:24:36.159,COM13,, -0.135, -1.027, 0.058, -4.028, 14.954, -5.615, 0.582, -0.341, 44.808, -3.640, -18.527, 116.333, 31.38,,,,,,,,,,,,,,,,
 17:24:36.221,COM14,, 0.035, 0.060, 0.944, -1.404, 0.366, -17.517, 0.253, -0.483, -10.217, -6.140, 20.607, -11.053, 30.92,,,,,,,,,,,,,,,,
 17:24:36.264,COM13,, 0.025, -1.022, 0.042, 0.183, 18.311, -0.549, 0.912, -0.390, 43.369, -5.233, -19.160, 118.040, 31.38,,,,,,,,,,,,,,,,
 17:24:36.352,COM14,, -0.046, 0.056, 1.075, -1.587, -1.099, -18.860, 0.434, -0.505, -12.151, -7.373, 21.287, -11.153, 30.92,,,,,,,,,,,,,,,,
 17:24:36.373,COM13,, -0.143, -1.037, 0.096, 3.235, 22.034, 1.953, 1.115, -0.401, 41.699, -4.980, -19.393, 118.460, 31.39,,,,,,,,,,,,,,,,
 17:24:36.431,COM14,, 0.053, 0.038, 0.924, -0.366, 0.061, -24.292, 0.637, -0.489, -14.304, -8.267, 19.513, -11.013, 30.91,,,,,,,,,,,,,,,,
 17:24:36.453,COM13,, -0.026, -1.063, 0.021, 0.549, 26.001, 0.305, 1.351, -0.478, 39.705, -6.780, -19.753, 118.300, 31.40,,,,,,,,,,,,,,,,
 17:24:36.513,COM14,, -0.121, 0.044, 0.992, -1.648, 0.549, -29.297, 0.764, -0.423, -17.029, -8.827, 18.447, -10.907, 30.93,,,,,,,,,,,,,,,,
 17:24:36.562,COM13,, -0.058, -1.063, 0.044, 1.892, 31.860, 3.174, 1.703, -0.461, 37.288, -7.847, -19.573, 118.253, 31.41,,,,,,,,,,,,,,,,
 17:24:36.601,COM16,, -0.014, -0.077, 0.895, -2.380, -1.160, 65.857, 3.961, 1.483, 165.289, 27.313, -27.787, 17.747, 32.35,,,,,,,,,,,,,,,,
 17:24:36.605,COM16,, -0.007, 0.051, 1.008, -2.075, -2.136, 68.665, 3.911, 1.225, 170.162, 24.700, -26.080, 17.213, 32.33,,,,,,,,,,,,,,,,
 17:24:36.610,COM16,, -0.050, -0.067, 0.923, -1.770, -3.113, 68.787, 3.851, 1.165, 174.831, 21.853, -24.127, 16.467, 32.31,,,,,,,,,,,,,,,,
 17:24:36.620,COM14,, -0.086, 0.026, 1.029, -1.770, -0.061, -33.447, 0.901, -0.302, -20.204, -10.627, 18.567, -11.013, 30.94,,,,,,,,,,,,,,,,
 17:24:36.624,COM16,, -0.081, 0.023, 1.062, -1.404, 1.953, 69.641, 3.785, 1.038, 179.319, 19.727, -22.387, 16.120, 32.31,,,,,,,,,,,,,,,,
 17:24:36.630,COM16,, -0.023, -0.107, 1.050, -1.526, -2.014, 72.571, 3.730, 0.928, -176.270, 16.740, -20.467, 15.380, 32.33,,,,,,,,,,,,,,,,
 17:24:36.632,COM16,, -0.053, -0.021, 1.061, -2.319, -1.282, 72.266, 3.653, 0.791, -171.843, 14.493, -18.967, 14.707, 32.34,,,,,,,,,,,,,,,,
 17:24:36.635,COM16,, -0.045, -0.097, 1.060, -1.892, -1.404, 74.036, 3.576, 0.714, -167.443, 11.740, -16.133, 14.053, 32.35,,,,,,,,,,,,,,,,
 17:24:36.641,COM16,, -0.060, 0.073, 1.095, -2.563, -0.854, 75.684, 3.488, 0.637, -163.098, 9.607, -13.467, 13.073, 32.35,,,,,,,,,,,,,,,,
 17:24:36.669,COM13,, -0.105, -1.028, 0.024, 1.587, 36.072, 1.587, 1.956, -0.335, 34.382, -8.493, -19.200, 118.613, 31.41,,,,,,,,,,,,,,,,
 17:24:36.699,COM16,, -0.060, -0.079, 0.873, -2.258, -0.305, 81.604, 3.422, 0.604, -158.824, 6.973, -11.007, 12.027, 32.36,,,,,,,,,,,,,,,,
 17:24:36.732,COM14,, -0.110, 0.008, 0.931, -0.488, 0.366, -37.170, 1.022, -0.055, -23.835, -11.867, 19.273, -10.947, 30.92,,,,,,,,,,,,,,,,
 17:24:36.776,COM13,, -0.119, -1.047, -0.056, 1.587, 38.391, 2.991, 2.230, -0.071, 31.009, -9.833, -18.807, 116.760, 31.39,,,,,,,,,,,,,,,,
 17:24:36.793,COM16,, -0.043, -0.057, 1.042, -2.747, -1.892, 80.261, 3.340, 0.500, -154.363, 4.720, -7.440, 11.053, 32.37,,,,,,,,,,,,,,,,
 17:24:36.816,COM14,, -0.126, -0.009, 0.969, -1.282, 0.122, -38.879, 1.005, 0.313, -27.889, -12.800, 17.667, -11.387, 30.95,,,,,,,,,,,,,,,,
 17:24:36.835,COM16,, -0.095, -0.083, 0.967, -1.526, -1.038, 80.444, 3.246, 0.577, -149.875, 2.400, -4.540, 9.753, 32.36,,,,,,,,,,,,,,,,
 17:24:36.851,COM16,, -0.023, 0.005, 0.944, -3.052, -0.183, 76.538, 3.032, 0.621, -145.036, -0.367, -1.847, 8.160, 32.35,,,,,,,,,,,,,,,,
 17:24:36.869,COM16,, -0.062, -0.106, 0.979, -2.563, -1.709, 69.031, 2.763, 0.522, -135.956, -2.393, 0.813, 6.147, 32.33,,,,,,,,,,,,,,,,
 17:24:36.893,COM13,, -0.001, -1.020, -0.046, -2.686, 39.612, -2.258, 2.373, 0.231, 27.241, -10.080, -17.747, 115.040, 31.39,,,,,,,,,,,,,,,,
 17:24:36.926,COM14,, -0.090, -0.010, 1.017, -2.808, 0.793, -39.734, 0.972, 0.692, -32.300, -13.733, 17.353, -11.493, 30.89,,,,,,,,,,,,,,,,
 17:24:36.932,COM16,, -0.057, -0.116, 1.042, -1.526, 0.122, 65.125, 2.439, 0.511, -124.799, -4.767, 2.213, 3.960, 32.34,,,,,,,,,,,,,,,,
 17:24:36.978,COM13,, -0.019, -1.065, -0.023, 2.136, 38.513, 0.793, 2.384, 0.544, 23.362, -11.633, -16.960, 113.633, 31.41,,,,,,,,,,,,,,,,
 17:24:37.007,COM14,, -0.018, -0.038, 1.036, -2.258, 0.854, -38.635, 0.862, 1.071, -36.711, -15.560, 16.053, -11.440, 30.91,,,,,,,,,,,,,,,,
 17:24:37.038,COM16,, -0.050, 0.016, 1.106, -2.258, -1.160, 60.669, 2.153, 0.423, -114.598, -5.753, 3.880, 1.773, 32.36,,,,,,,,,,,,,,,,
 17:24:37.088,COM13,, -0.112, -1.038, -0.007, 3.784, 38.208, 4.883, 2.422, 0.731, 19.462, -11.793, -15.867, 112.393, 31.38,,,,,,,,,,,,,,,,
 17:24:37.116,COM14,, -0.028, 0.027, 1.027, -2.258, 0.854, -38.635, 0.736, 1.406, -41.094, -17.147, 15.827, -11.620, 30.89,,,,,,,,,,,,,,,,
 17:24:37.130,COM16,, -0.045, -0.046, 1.030, -2.930, -2.197, 58.899, 1.923, 0.401, -105.557, -7.633, 3.727, -0.200, 32.35,,,,,,,,,,,,,,,,
 17:24:37.169,COM13,, -0.077, -1.090, -0.004, -0.671, 38.330, 0.610, 2.411, 0.912, 15.573, -13.420, -15.180, 111.687, 31.38,,,,,,,,,,,,,,,,
 17:24:37.226,COM14,, -0.045, -0.035, 1.000, -1.831, 0.427, -38.086, 0.604, 1.664, -45.401, -17.413, 14.047, -11.647, 30.90,,,,,,,,,,,,,,,,
 17:24:37.300,COM13,, -0.003, -1.171, -0.089, -6.348, 37.292, -4.272, 2.390, 1.049, 11.717, -13.960, -14.393, 110.033, 31.38,,,,,,,,,,,,,,,,
 17:24:37.326,COM14,, -0.041, 0.057, 1.026, -2.319, 1.648, -36.438, 0.461, 1.868, -49.603, -19.087, 13.313, -11.787, 30.89,,,,,,,,,,,,,,,,
 17:24:37.366,COM16,, -0.061, -0.115, 0.992, -2.869, -0.549, 57.739, 1.741, 0.434, -97.443, -9.173, 3.553, -1.347, 32.35,,,,,,,,,,,,,,,,
 17:24:37.373,COM16,, -0.048, -0.045, 0.987, -3.174, 1.770, 59.326, 1.615, 0.516, -90.170, -9.533, 3.400, -2.753, 32.37,,,,,,,,,,,,,,,,
 17:24:37.403,COM13,, 0.121, -1.081, -0.146, -0.183, 33.508, 0.671, 2.098, 1.132, 7.938, -13.560, -13.760, 108.187, 31.40,,,,,,,,,,,,,,,,
 17:24:37.421,COM14,, 0.033, -0.041, 0.884, -3.174, 0.793, -32.532, 0.302, 2.043, -53.674, -20.760, 12.340, -11.900, 30.90,,,,,,,,,,,,,,,,
 17:24:37.456,COM13,, 0.063, -1.037, -0.100, -2.441, 29.480, -2.441, 2.093, 1.005, 4.351, -13.133, -13.380, 108.247, 31.40,,,,,,,,,,,,,,,,
 17:24:37.528,COM14,, 0.026, 0.044, 1.036, -3.052, 0.610, -28.320, 0.165, 2.137, -57.420, -20.913, 10.620, -11.860, 30.89,,,,,,,,,,,,,,,,
 17:24:37.588,COM13,, 0.033, -1.065, -0.103, 0.061, 25.391, 0.610, 1.862, 1.093, 1.154, -15.613, -12.687, 107.000, 31.38,,,,,,,,,,,,,,,,
 17:24:37.610,COM14,, 0.018, 0.038, 1.041, -2.625, 0.610, -24.109, 0.027, 2.236, -60.683, -22.247, 10.667, -12.133, 30.89,,,,,,,,,,,,,,,,
 17:24:37.670,COM13,, 0.043, -1.060, -0.075, -4.761, 19.592, -2.869, 1.615, 1.033, -1.631, -15.973, -12.400, 105.967, 31.41,,,,,,,,,,,,,,,,
 17:24:37.758,COM13,, 0.046, -1.059, -0.061, 0.916, 13.794, 2.869, 1.417, 0.983, -3.939, -16.127, -12.013, 106.073, 31.36,,,,,,,,,,,,,,,,
 17:24:37.774,COM14,, 0.043, -0.016, 1.038, -0.427, 1.587, -16.724, -0.159, 2.368, -63.495, -22.773, 9.113, -12.427, 30.92,,,,,,,,,,,,,,,,
 17:24:37.780,COM16,, -0.068, -0.067, 1.059, -2.075, 0.549, 57.922, 1.511, 0.665, -83.370, -10.727, 3.000, -4.560, 32.35,,,,,,,,,,,,,,,,
 17:24:37.806,COM14,, 0.015, -0.057, 1.064, -2.747, -0.061, -10.254, -0.319, 2.346, -65.726, -23.653, 8.633, -12.560, 30.93,,,,,,,,,,,,,,,,
 17:24:37.862,COM13,, 0.063, -1.044, -0.104, 2.930, 6.531, 2.930, 1.016, 0.835, -5.554, -14.020, -12.013, 106.253, 31.37,,,,,,,,,,,,,,,,
 17:24:37.942,COM14,, 0.044, -0.025, 1.004, -2.258, -0.488, -4.883, -0.396, 2.269, -67.269, -24.360, 8.900, -12.800, 30.93,,,,,,,,,,,,,,,,
 17:24:37.968,COM13,, 0.002, -1.065, -0.113, 2.686, 1.038, 2.258, 0.643, 0.588, -6.575, -13.533, -12.147, 106.313, 31.38,,,,,,,,,,,,,,,,
 17:24:38.022,COM14,, 0.017, -0.011, 0.964, -0.854, 0.000, 0.732, -0.467, 2.203, -68.137, -25.867, 9.073, -13.307, 30.91,,,,,,,,,,,,,,,,
 17:24:38.053,COM13,, 0.063, -1.067, -0.167, 0.366, -3.601, 1.282, 0.319, 0.396, -7.009, -13.967, -12.147, 106.280, 31.39,,,,,,,,,,,,,,,,
 17:24:38.104,COM14,, 0.073, -0.056, 0.952, 0.305, -0.305, 7.019, -0.560, 2.120, -68.461, -26.707, 9.060, -13.667, 30.91,,,,,,,,,,,,,,,,
 17:24:38.162,COM13,, 0.058, -1.051, -0.141, -2.319, -9.338, -1.526, 0.033, 0.236, -6.888, -13.533, -12.360, 106.507, 31.40,,,,,,,,,,,,,,,,
 17:24:38.214,COM14,, 0.020, -0.046, 0.965, -0.244, -0.366, 11.780, -0.648, 2.010, -68.307, -28.687, 8.853, -14.633, 30.89,,,,,,,,,,,,,,,,
 17:24:38.272,COM13,, 0.025, -1.054, -0.145, -4.089, -14.832, -3.174, -0.374, 0.104, -6.191, -11.847, -12.387, 106.680, 31.41,,,,,,,,,,,,,,,,
 17:24:38.321,COM14,, -0.001, -0.019, 0.966, -0.854, -0.122, 15.686, -0.731, 1.912, -67.753, -30.660, 8.493, -15.673, 30.90,,,,,,,,,,,,,,,,
 17:24:38.376,COM13,, 0.118, -1.055, -0.206, -1.160, -19.897, -2.808, -0.505, -0.088, -4.960, -11.993, -12.573, 106.893, 31.43,,,,,,,,,,,,,,,,
 17:24:38.426,COM14,, 0.044, -0.085, 0.973, -1.404, -0.854, 21.545, -0.802, 1.796, -66.835, -33.027, 9.767, -17.520, 30.90,,,,,,,,,,,,,,,,
 17:24:38.465,COM13,, 0.030, -1.009, -0.135, -3.784, -25.330, -4.272, -0.769, -0.033, -3.241, -12.520, -12.753, 105.520, 31.39,,,,,,,,,,,,,,,,
 17:24:38.509,COM14,, 0.059, -0.042, 1.000, -0.122, -1.404, 26.550, -0.862, 1.697, -65.380, -36.460, 10.407, -20.007, 30.89,,,,,,,,,,,,,,,,
 17:24:38.571,COM13,, 0.075, -1.041, -0.174, -2.258, -30.457, -2.808, -1.121, -0.049, -1.016, -11.613, -12.493, 106.533, 31.38,,,,,,,,,,,,,,,,
 17:24:38.615,COM14,, 0.016, -0.083, 0.984, 0.854, -1.404, 31.250, -0.939, 1.631, -63.594, -39.953, 11.920, -24.027, 30.93,,,,,,,,,,,,,,,,
 17:24:38.660,COM13,, 0.084, -1.070, -0.145, -1.648, -33.875, -3.601, -1.434, -0.110, 1.725, -10.660, -12.493, 106.527, 31.38,,,,,,,,,,,,,,,,
 17:24:38.708,COM14,, 0.068, -0.083, 0.931, 0.793, -1.587, 34.363, -0.994, 1.560, -61.436, -44.907, 13.247, -29.620, 30.89,,,,,,,,,,,,,,,,
 17:24:38.765,COM13,, 0.060, -1.047, -0.110, -3.845, -35.889, -4.639, -1.719, -0.165, 4.949, -10.313, -12.400, 106.167, 31.40,,,,,,,,,,,,,,,,
 17:24:38.784,COM16,, -0.047, -0.046, 1.051, -2.625, 2.991, 59.265, 1.450, 0.857, -77.547, -10.040, 1.060, -6.000, 32.32,,,,,,,,,,,,,,,,
 17:24:38.803,COM16,, -0.072, -0.078, 1.034, -1.770, 1.892, 62.317, 1.417, 1.016, -72.724, -9.107, -1.893, -6.113, 32.32,,,,,,,,,,,,,,,,
 17:24:38.824,COM16,, -0.082, -0.025, 1.052, -1.343, -5.066, 60.120, 1.450, 1.192, -69.137, -7.207, -5.240, -4.060, 32.35,,,,,,,,,,,,,,,,
 17:24:38.836,COM14,, 0.053, -0.061, 1.018, 1.343, -0.610, 37.231, -1.071, 1.494, -59.030, -49.873, 15.107, -38.687, 30.89,,,,,,,,,,,,,,,,
 17:24:38.841,COM16,, -0.104, -0.027, 1.171, -2.014, -3.601, 59.509, 1.505, 1.434, -67.286, -3.207, -8.760, -0.353, 32.33,,,,,,,,,,,,,,,,
 17:24:38.870,COM16,, -0.075, -0.044, 1.084, -1.343, 0.427, 59.692, 1.604, 1.725, -66.780, 1.033, -10.727, 3.700, 32.32,,,,,,,,,,,,,,,,
 17:24:38.873,COM16,, -0.066, 0.004, 0.968, -1.160, 1.038, 62.378, 1.708, 1.840, -67.077, 6.707, -13.513, 7.820, 32.31,,,,,,,,,,,,,,,,
 17:24:38.878,COM13,, 0.008, -1.063, -0.145, -3.296, -37.781, -2.991, -1.928, -0.181, 8.448, -10.773, -12.340, 106.347, 31.41,,,,,,,,,,,,,,,,
 17:24:38.888,COM16,, -0.054, -0.061, 0.967, -1.221, -1.465, 62.988, 1.846, 1.928, -67.626, 13.080, -14.800, 12.040, 32.33,,,,,,,,,,,,,,,,
 17:24:38.919,COM14,, 0.065, -0.082, 0.965, 1.099, -1.831, 38.879, -1.132, 1.390, -56.459, -52.633, 18.287, -51.007, 30.94,,,,,,,,,,,,,,,,
 17:24:38.960,COM13,, 0.045, -1.021, -0.138, -4.211, -39.001, -4.639, -2.131, -0.137, 12.167, -8.753, -12.127, 108.247, 31.41,,,,,,,,,,,,,,,,
 17:24:39.000,COM14,, 0.058, -0.065, 0.946, 1.038, -1.526, 40.710, -1.192, 1.302, -53.707, -53.287, 22.333, -65.833, 30.89,,,,,,,,,,,,,,,,
 17:24:39.037,COM16,, -0.080, -0.056, 0.985, -1.587, 0.305, 65.063, 2.032, 2.071, -68.165, 20.060, -16.687, 16.160, 32.36,,,,,,,,,,,,,,,,
 17:24:39.040,COM16,, -0.115, 0.033, 0.992, -2.014, 2.441, 66.833, 2.230, 2.225, -68.610, 26.947, -16.180, 20.820, 32.32,,,,,,,,,,,,,,,,
 17:24:39.055,COM16,, -0.071, -0.035, 1.077, -0.366, 2.258, 68.726, 2.373, 2.384, -68.945, 33.280, -15.060, 24.560, 32.34,,,,,,,,,,,,,,,,
 17:24:39.057,COM16,, -0.096, -0.002, 1.014, -0.671, 0.732, 71.411, 2.428, 2.335, -57.958, 39.227, -14.373, 27.613, 32.38,,,,,,,,,,,,,,,,
 17:24:39.060,COM16,, -0.103, 0.021, 1.011, -0.916, -0.793, 76.538, 2.516, 2.258, -44.094, 44.873, -13.733, 29.953, 32.38,,,,,,,,,,,,,,,,
 17:24:39.065,COM13,, 0.040, -1.112, -0.199, -4.395, -40.649, -3.235, -2.280, -0.093, 16.051, -7.907, -12.000, 107.887, 31.41,,,,,,,,,,,,,,,,
 17:24:39.068,COM16,, -0.093, -0.013, 1.023, -1.587, -0.244, 75.195, 2.587, 2.285, -30.097, 49.453, -12.467, 31.493, 32.36,,,,,,,,,,,,,,,,
 17:24:39.073,COM16,, -0.096, -0.043, 1.009, -2.319, -1.282, 76.355, 2.626, 2.230, -16.397, 53.627, -11.620, 32.340, 32.33,,,,,,,,,,,,,,,,
 17:24:39.084,COM16,, -0.091, -0.037, 0.999, -2.258, 0.122, 75.256, 2.675, 2.263, -3.186, 57.360, -11.360, 32.313, 32.39,,,,,,,,,,,,,,,,
 17:24:39.087,COM16,, -0.101, -0.057, 1.001, -1.770, 1.282, 75.867, 2.736, 2.296, 9.520, 59.627, -12.020, 32.087, 32.35,,,,,,,,,,,,,,,,
 17:24:39.107,COM16,, -0.114, -0.006, 0.959, -1.099, -2.808, 73.425, 2.834, 2.357, 21.747, 61.393, -13.000, 31.307, 32.37,,,,,,,,,,,,,,,,
 17:24:39.108,COM14,, 0.102, -0.052, 1.021, 2.258, -0.549, 40.222, -1.236, 1.230, -50.762, -48.893, 26.480, -81.147, 30.90,,,,,,,,,,,,,,,,
 17:24:39.172,COM13,, 0.119, -1.057, -0.024, -1.831, -41.382, -2.441, -2.417, 0.005, 20.072, -6.987, -11.973, 107.760, 31.41,,,,,,,,,,,,,,,,
 17:24:39.235,COM14,, -0.036, -0.074, 0.963, 3.235, -0.854, 39.734, -1.236, 1.198, -47.653, -38.987, 30.993, -94.480, 30.91,,,,,,,,,,,,,,,,
 17:24:39.278,COM13,, 0.079, -1.058, -0.062, -3.967, -40.955, -4.944, -2.571, 0.104, 24.148, -5.600, -12.020, 109.460, 31.41,,,,,,,,,,,,,,,,
 17:24:39.284,COM16,, -0.088, 0.090, 0.857, -1.526, -0.122, 75.867, 2.955, 2.362, 33.492, 62.100, -14.747, 30.367, 32.38,,,,,,,,,,,,,,,,
