Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 11:24:13.130,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:28.105, 0.171, 0.006, 0.978, 0.183, -19.836, 0, -89.852, -19.99, -5.422, -6.370, 75.460, -42.532, 23.63, 0.99829, 0.00131, -0.03177, -0.04816,
 11:24:13.220,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:28.370, 0.194, 0.006, 0.977, 0.244, -17.822, 0, -89.841, -20.956, -5.356, -6.370, 75.460, -42.532, 23.63, 0.99829, 0.00131, -0.03177, -0.04816,
 11:24:13.250,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:28.370, 0.201, 0.006, 0.975, 0.183, -14.282, 0, -89.83, -21.786, -5.284, -6.370, 75.460, -42.532, 23.63, 0.99829, 0.00131, -0.03177, -0.04816,
 11:24:13.279,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:28.370, 0.209, 0.006, 0.974, 0.122, -11.658, 0, -89.824, -22.473, -5.208, -10.780, 75.362, -41.160, 23.63, 0.99829, 0.00131, -0.03177, -0.04816,
 11:24:13.309,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:28.370, 0.216, 0.006, 0.972, 0.122, -8.362, 0, -89.819, -23.011, -5.131, -10.780, 75.362, -41.160, 23.63, 0.99829, 0.00131, -0.03177, -0.04816,
 11:24:13.399,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:28.640, 0.221, 0.006, 0.972, 0.122, -6.042, 0, -89.813, -23.423, -5.048, -10.780, 75.362, -41.160, 23.63, 0.99582, -0.00015, -0.07959, -0.04391,
 11:24:13.429,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:28.640, 0.221, 0.007, 0.971, 0, -2.441, 0, -89.808, -23.687, -4.96, -10.780, 75.362, -41.160, 23.63, 0.99582, -0.00015, -0.07959, -0.04391,
 11:24:13.490,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:28.640, 0.216, 0.008, 0.971, 0.061, -0.244, 0, -89.808, -23.818, -4.872, -10.780, 75.362, -41.160, 23.63, 0.99582, -0.00015, -0.07959, -0.04391,
 11:24:13.521,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:28.640, 0.208, 0.007, 0.97, 0.061, 3.052, 0, -89.802, -23.813, -4.785, -11.466, 75.264, -40.866, 23.63, 0.99582, -0.00015, -0.07959, -0.04391,
 11:24:13.640,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:28.640, 0.206, 0.007, 0.972, 0, 5.981, 0, -89.802, -23.665, -4.697, -11.466, 75.264, -40.866, 23.63, 0.99576, 9E-05, -0.08221, -0.04025,
 11:24:13.640,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:28.640, 0.197, 0.006, 0.973, -0.061, 7.812, 0, -89.802, -23.412, -4.609, -11.466, 75.264, -40.866, 23.63, 0.99576, 9E-05, -0.08221, -0.04025,
 11:24:13.677,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:28.880, 0.187, 0.009, 0.973, -0.122, 10.681, 0, -89.802, -23.044, -4.515, -11.466, 75.264, -40.866, 23.63, 0.99576, 9E-05, -0.08221, -0.04025,
 11:24:13.729,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:28.880, 0.171, 0.008, 0.973, -0.061, 12.207, 0, -89.808, -22.566, -4.427, -11.466, 75.264, -40.866, 23.63, 0.99576, 9E-05, -0.08221, -0.04025,
 11:24:13.820,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:28.880, 0.161, 0.005, 0.976, -0.122, 14.282, 0, -89.808, -22.006, -4.334, -10.094, 75.362, -41.454, 23.63, 0.99576, 9E-05, -0.08221, -0.04025,
 11:24:13.850,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:28.880, 0.141, 0.002, 0.977, -0.183, 15.625, 0, -89.813, -21.357, -4.246, -10.094, 75.362, -41.454, 23.63, 0.99738, 0.00107, -0.06168, -0.03659,
 11:24:13.880,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:28.880, 0.129, 0.006, 0.979, -0.122, 17.517, 0, -89.819, -20.632, -4.158, -10.094, 75.362, -41.454, 23.63, 0.99738, 0.00107, -0.06168, -0.03659,
 11:24:13.940,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:29.145, 0.105, 0.006, 0.979, -0.183, 18.86, 0, -89.824, -19.825, -4.07, -10.094, 75.362, -41.454, 23.63, 0.99738, 0.00107, -0.06168, -0.03659,
 11:24:13.999,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:29.145, 0.091, 0.007, 0.981, -0.305, 20.63, 0, -89.835, -18.935, -3.988, -7.350, 75.460, -42.140, 23.63, 0.99738, 0.00107, -0.06168, -0.03659,
 11:24:14.059,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:29.145, 0.072, 0.007, 0.982, -0.244, 21.423, 0, -89.846, -17.985, -3.906, -7.350, 75.460, -42.140, 23.63, 0.99738, 0.00107, -0.06168, -0.03659,
 11:24:14.089,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:29.145, 0.057, 0.004, 0.983, -0.244, 22.766, 0, -89.852, -16.979, -3.823, -7.350, 75.460, -42.140, 23.63, 0.99905, 0.00217, -0.02563, -0.03333,
 11:24:14.120,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:29.145, 0.024, 0.003, 0.984, -0.183, 24.292, 0, -89.863, -15.908, -3.741, -7.350, 75.460, -42.140, 23.63, 0.99905, 0.00217, -0.02563, -0.03333,
 11:24:14.209,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:29.385, 0.006, 0.006, 0.983, -0.183, 25.33, 0, -89.868, -14.766, -3.658, -7.350, 75.460, -42.140, 23.63, 0.99905, 0.00217, -0.02563, -0.03333,
 11:24:14.240,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:29.385, -0.019, 0.006, 0.983, -0.244, 25.879, 0, -89.879, -13.59, -3.582, -7.350, 75.460, -42.140, 23.63, 0.99905, 0.00217, -0.02563, -0.03333,
 11:24:14.300,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:29.385, -0.04, 0.006, 0.982, -0.305, 26.733, 0, -89.89, -12.376, -3.51, -7.350, 75.460, -42.140, 23.63, 0.99905, 0.00217, -0.02563, -0.03333,
 11:24:14.330,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:29.385, -0.071, 0.005, 0.979, -0.305, 27.649, 0, -89.901, -11.113, -3.439, -1.568, 75.558, -42.924, 23.63, 0.99905, 0.00217, -0.02563, -0.03333,
 11:24:14.420,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:29.385, -0.094, 0.005, 0.978, -0.305, 28.198, 0, -89.912, -9.805, -3.373, -1.568, 75.558, -42.924, 23.63, 0.99857, 0.00372, 0.04361, -0.02921,
 11:24:14.449,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:29.685, -0.115, 0.005, 0.976, -0.244, 28.137, 0, -89.923, -8.487, -3.307, -1.568, 75.558, -42.924, 23.63, 0.99857, 0.00372, 0.04361, -0.02921,
 11:24:14.480,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:29.685, -0.143, 0.005, 0.973, -0.244, 29.236, 0, -89.934, -7.152, -3.252, -1.568, 75.558, -42.924, 23.63, 0.99857, 0.00372, 0.04361, -0.02921,
 11:24:14.539,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:29.685, -0.177, 0.004, 0.967, -0.305, 29.968, 0, -89.945, -5.757, -3.197, -1.568, 75.558, -42.924, 23.63, 0.99857, 0.00372, 0.04361, -0.02921,
 11:24:14.600,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:29.685, -0.193, 0.004, 0.962, -0.305, 29.724, 0, -89.956, -4.345, -3.148, 2.450, 75.656, -43.218, 23.63, 0.99857, 0.00372, 0.04361, -0.02921,
 11:24:14.660,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:29.685, -0.224, 0.004, 0.958, -0.183, 29.602, 0, -89.967, -2.939, -3.104, 2.450, 75.656, -43.218, 23.63, 0.99454, 0.0047, 0.10007, -0.02707,
 11:24:14.689,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:29.920, -0.252, 0.004, 0.951, -0.244, 30.762, 0, -89.973, -1.505, -3.06, 2.450, 75.656, -43.218, 23.63, 0.99454, 0.0047, 0.10007, -0.02707,
 11:24:14.721,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:29.920, -0.282, 0.004, 0.945, -0.305, 30.579, 0, -89.984, -0.044, -3.021, 2.450, 75.656, -43.218, 23.63, 0.99454, 0.0047, 0.10007, -0.02707,
 11:24:14.809,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:29.920, -0.296, 0.002, 0.936, -0.244, 29.846, 0, -89.995, 1.401, -2.994, 2.450, 75.656, -43.218, 23.63, 0.99454, 0.0047, 0.10007, -0.02707,
 11:24:14.839,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:29.920, -0.332, 0.003, 0.93, -0.183, 29.785, 0, -90.005, 2.834, -2.966, 7.448, 75.950, -43.022, 23.63, 0.99454, 0.0047, 0.10007, -0.02707,
 11:24:14.899,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:29.920, -0.356, 0.003, 0.918, -0.183, 30.518, 0, -90.011, 4.296, -2.944, 7.448, 75.950, -43.022, 23.63, 0.99454, 0.0047, 0.10007, -0.02707,
 11:24:14.930,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:29.920, -0.378, 0.004, 0.911, -0.122, 29.785, 0, -90.016, 5.746, -2.928, 7.448, 75.950, -43.022, 23.63, 0.98544, 0.00589, 0.16779, -0.02548,
 11:24:15.020,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:30.220, -0.387, 0.003, 0.901, -0.183, 28.625, 0, -90.022, 7.158, -2.922, 7.448, 75.950, -43.022, 23.63, 0.98544, 0.00589, 0.16779, -0.02548,
 11:24:15.079,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:30.220, -0.433, 0.003, 0.893, -0.183, 29.175, 0, -90.027, 8.558, -2.917, 7.448, 75.950, -43.022, 23.63, 0.98544, 0.00589, 0.16779, -0.02548,
 11:24:15.110,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:30.220, -0.451, 0.002, 0.877, -0.183, 29.175, 0, -90.033, 9.987, -2.911, 7.448, 75.950, -43.022, 23.63, 0.98544, 0.00589, 0.16779, -0.02548,
 11:24:15.170,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:30.220, -0.461, 0.002, 0.867, -0.183, 27.832, 0, -90.044, 11.376, -2.917, 13.916, 76.538, -41.748, 23.63, 0.98544, 0.00589, 0.16779, -0.02548,
 11:24:15.229,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:30.220, -0.48, 0.003, 0.855, -0.244, 27.1, 0, -90.049, 12.7, -2.922, 13.916, 76.538, -41.748, 23.63, 0.97064, 0.00732, 0.23895, -0.02512,
 11:24:15.260,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:30.220, -0.519, 0.002, 0.846, -0.305, 27.954, 0, -90.06, 14.052, -2.928, 13.916, 76.538, -41.748, 23.63, 0.97064, 0.00732, 0.23895, -0.02512,
 11:24:15.289,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:30.515, -0.531, 0.001, 0.83, -0.244, 26.733, 0, -90.071, 15.397, -2.939, 13.916, 76.538, -41.748, 23.63, 0.97064, 0.00732, 0.23895, -0.02512,
 11:24:15.350,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:30.515, -0.541, 0.001, 0.819, -0.305, 25.452, 0, -90.082, 16.677, -2.955, 13.916, 76.538, -41.748, 23.63, 0.97064, 0.00732, 0.23895, -0.02512,
 11:24:15.409,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:30.515, -0.568, 0, 0.807, -0.244, 25.452, 0, -90.093, 17.924, -2.977, 18.718, 76.930, -40.082, 23.63, 0.97064, 0.00732, 0.23895, -0.02512,
 11:24:15.470,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:30.515, -0.59, 0.001, 0.796, -0.305, 25.269, 0, -90.104, 19.188, -3.005, 18.718, 76.930, -40.082, 23.63, 0.95667, 0.00839, 0.28979, -0.02539,
 11:24:15.530,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:30.725, -0.595, 0.001, 0.781, -0.183, 23.01, 0, -90.11, 20.374, -3.032, 18.718, 76.930, -40.082, 23.63, 0.95667, 0.00839, 0.28979, -0.02539,
 11:24:15.530,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:30.725, -0.616, 0, 0.773, -0.183, 22.095, 0, -90.115, 21.495, -3.065, 18.718, 76.930, -40.082, 23.63, 0.95667, 0.00839, 0.28979, -0.02539,
 11:24:15.621,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:30.725, -0.638, 0, 0.757, -0.305, 22.461, 0, -90.126, 22.61, -3.104, 21.658, 77.322, -38.808, 23.63, 0.95667, 0.00839, 0.28979, -0.02539,
 11:24:15.649,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:30.725, -0.647, 0, 0.747, -0.305, 21.301, 0, -90.143, 23.703, -3.142, 21.658, 77.322, -38.808, 23.63, 0.95667, 0.00839, 0.28979, -0.02539,
 11:24:15.740,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:30.725, -0.65, 0.001, 0.734, -0.122, 19.287, 0, -90.154, 24.714, -3.192, 21.658, 77.322, -38.808, 23.63, 0.94232, 0.00967, 0.3334, -0.02643,
 11:24:15.740,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:30.725, -0.677, 0.001, 0.726, -0.183, 18.982, 0, -90.159, 25.681, -3.235, 21.658, 77.322, -38.808, 23.63, 0.94232, 0.00967, 0.3334, -0.02643,
 11:24:15.830,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:30.965, -0.688, 0, 0.713, -0.244, 18.311, 0, -90.17, 26.636, -3.285, 21.658, 77.322, -38.808, 23.63, 0.94232, 0.00967, 0.3334, -0.02643,
 11:24:15.860,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:30.965, -0.693, 0, 0.701, -0.183, 16.235, 0, -90.181, 27.521, -3.34, 21.658, 77.322, -38.808, 23.63, 0.94232, 0.00967, 0.3334, -0.02643,
 11:24:15.921,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:30.965, -0.707, -0.001, 0.693, -0.122, 15.381, 0, -90.187, 28.334, -3.395, 24.990, 78.106, -36.848, 23.63, 0.94232, 0.00967, 0.3334, -0.02643,
 11:24:15.950,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:30.965, -0.714, 0, 0.681, -0.122, 14.465, 0, -90.192, 29.108, -3.455, 24.990, 78.106, -36.848, 23.63, 0.94232, 0.00967, 0.3334, -0.02643,
 11:24:16.009,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:30.965, -0.723, 0, 0.674, -0.183, 13.245, 0, -90.198, 29.833, -3.516, 24.990, 78.106, -36.848, 23.63, 0.92789, 0.01132, 0.37146, -0.02826,
 11:24:16.070,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:31.260, -0.724, -0.001, 0.666, -0.183, 11.475, 0, -90.209, 30.487, -3.576, 24.990, 78.106, -36.848, 23.63, 0.92789, 0.01132, 0.37146, -0.02826,
 11:24:16.100,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:31.260, -0.735, -0.001, 0.66, -0.061, 10.498, 0, -90.214, 31.069, -3.642, 24.990, 78.106, -36.848, 23.63, 0.92789, 0.01132, 0.37146, -0.02826,
 11:24:16.190,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:31.260, -0.739, -0.002, 0.652, -0.122, 9.521, 0, -90.22, 31.613, -3.708, 26.656, 78.498, -35.770, 23.63, 0.92789, 0.01132, 0.37146, -0.02826,
 11:24:16.220,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:31.260, -0.742, -0.002, 0.647, -0.122, 8.24, 0, -90.225, 32.102, -3.774, 26.656, 78.498, -35.770, 23.63, 0.91876, 0.01276, 0.39328, -0.03027,
 11:24:16.250,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:31.260, -0.745, -0.001, 0.643, -0.122, 6.714, 0, -90.236, 32.52, -3.845, 26.656, 78.498, -35.770, 23.63, 0.91876, 0.01276, 0.39328, -0.03027,
 11:24:16.311,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:31.500, -0.751, -0.002, 0.639, -0.061, 6.104, 0, -90.242, 32.888, -3.911, 26.656, 78.498, -35.770, 23.63, 0.91876, 0.01276, 0.39328, -0.03027,
 11:24:16.340,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:31.500, -0.751, -0.001, 0.633, -0.061, 4.639, 0, -90.242, 33.206, -3.983, 26.656, 78.498, -35.770, 23.63, 0.91876, 0.01276, 0.39328, -0.03027,
 11:24:16.459,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:31.500, -0.753, 0, 0.631, -0.061, 3.723, 0, -90.247, 33.464, -4.048, 27.538, 78.890, -35.084, 23.63, 0.91876, 0.01276, 0.39328, -0.03027,
 11:24:16.461,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:31.500, -0.753, -0.001, 0.629, -0.061, 2.319, 0, -90.253, 33.673, -4.12, 27.538, 78.890, -35.084, 23.63, 0.91351, 0.0141, 0.40512, -0.03265,
 11:24:16.490,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:31.500, -0.754, -0.001, 0.63, -0.061, 1.526, 0, -90.258, 33.821, -4.191, 27.538, 78.890, -35.084, 23.63, 0.91351, 0.0141, 0.40512, -0.03265,
 11:24:16.580,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:31.500, -0.753, -0.001, 0.628, 0, 0.122, 0, -90.258, 33.92, -4.257, 27.538, 78.890, -35.084, 23.63, 0.91351, 0.0141, 0.40512, -0.03265,
 11:24:16.640,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:31.770, -0.755, -0.001, 0.629, 0, -0.427, 0, -90.258, 33.97, -4.329, 27.538, 78.890, -35.084, 23.63, 0.91351, 0.0141, 0.40512, -0.03265,
 11:24:16.670,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:31.770, -0.753, -0.001, 0.629, -0.183, -1.953, 0, -90.264, 33.97, -4.395, 27.538, 78.890, -35.084, 23.63, 0.91351, 0.0141, 0.40512, -0.03265,
 11:24:16.700,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:31.770, -0.749, -0.002, 0.63, 0, -2.869, 0, -90.269, 33.909, -4.46, 27.538, 79.086, -35.084, 23.63, 0.91351, 0.0141, 0.40512, -0.03265,
 11:24:16.759,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:31.770, -0.747, -0.001, 0.633, 0, -4.089, 0, -90.269, 33.799, -4.532, 27.538, 79.086, -35.084, 23.63, 0.91351, 0.0141, 0.40512, -0.03265,
 11:24:16.819,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:31.770, -0.745, -0.002, 0.636, 0, -4.761, 0, -90.269, 33.646, -4.598, 27.538, 79.086, -35.084, 23.63, 0.91321, 0.01556, 0.40549, -0.03613,
 11:24:16.879,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:32.065, -0.739, -0.001, 0.64, 0, -6.104, 0, -90.269, 33.437, -4.664, 27.538, 79.086, -35.084, 23.63, 0.91321, 0.01556, 0.40549, -0.03613,
 11:24:16.910,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:32.065, -0.736, -0.002, 0.644, 0.061, -6.775, 0, -90.269, 33.179, -4.73, 27.538, 79.086, -35.084, 23.63, 0.91321, 0.01556, 0.40549, -0.03613,
 11:24:16.940,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:32.065, -0.733, -0.001, 0.649, 0, -7.751, 0, -90.269, 32.882, -4.796, 26.754, 78.988, -35.770, 23.63, 0.91321, 0.01556, 0.40549, -0.03613,
 11:24:17.031,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:32.065, -0.724, -0.002, 0.652, 0, -8.484, 0, -90.269, 32.542, -4.856, 26.754, 78.988, -35.770, 23.63, 0.91763, 0.01624, 0.39502, -0.03882,
 11:24:17.059,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:32.065, -0.719, -0.001, 0.66, 0.061, -9.827, 0, -90.269, 32.135, -4.916, 26.754, 78.988, -35.770, 23.63, 0.91763, 0.01624, 0.39502, -0.03882,
 11:24:17.119,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:32.305, -0.713, -0.001, 0.665, 0.122, -10.376, 0, -90.264, 31.696, -4.977, 26.754, 78.988, -35.770, 23.63, 0.91763, 0.01624, 0.39502, -0.03882,
 11:24:17.150,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:32.305, -0.709, -0.001, 0.673, 0.061, -11.475, 0, -90.264, 31.212, -5.037, 26.754, 78.988, -35.770, 23.63, 0.91763, 0.01624, 0.39502, -0.03882,
 11:24:17.270,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:32.305, -0.694, -0.002, 0.679, 0.061, -12.451, 0, -90.258, 30.674, -5.092, 25.382, 78.694, -36.652, 23.63, 0.91763, 0.01624, 0.39502, -0.03882,
 11:24:17.270,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:32.305, -0.69, -0.001, 0.689, 0, -13.428, 0, -90.253, 30.086, -5.147, 25.382, 78.694, -36.652, 23.63, 0.91763, 0.01624, 0.39502, -0.03882,
 11:24:17.300,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:32.305, -0.684, 0, 0.695, 0.061, -13.916, 0, -90.253, 29.471, -5.202, 25.382, 78.694, -36.652, 23.63, 0.9256, 0.01642, 0.3757, -0.04147,
 11:24:17.360,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:32.305, -0.671, 0, 0.706, 0.061, -15.564, 0, -90.247, 28.795, -5.257, 25.382, 78.694, -36.652, 23.63, 0.9256, 0.01642, 0.3757, -0.04147,
 11:24:17.420,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:32.575, -0.659, 0, 0.713, 0.061, -16.602, 0, -90.247, 28.059, -5.306, 25.382, 78.694, -36.652, 23.63, 0.9256, 0.01642, 0.3757, -0.04147,
 11:24:17.480,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:32.575, -0.65, -0.001, 0.726, 0.061, -17.212, 0, -90.242, 27.279, -5.356, 25.382, 78.694, -36.652, 23.63, 0.9256, 0.01642, 0.3757, -0.04147,
 11:24:17.509,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:32.575, -0.633, 0, 0.733, 0.122, -18.433, 0, -90.231, 26.455, -5.4, 22.834, 78.400, -38.416, 23.63, 0.9256, 0.01642, 0.3757, -0.04147,
 11:24:17.569,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:32.575, -0.62, 0, 0.745, 0.122, -19.897, 0, -90.225, 25.56, -5.449, 22.834, 78.400, -38.416, 23.63, 0.9256, 0.01642, 0.3757, -0.04147,
 11:24:17.629,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:32.575, -0.604, 0, 0.755, 0.122, -20.569, 0, -90.22, 24.615, -5.493, 22.834, 78.400, -38.416, 23.63, 0.94107, 0.01578, 0.33472, -0.04492,
 11:24:17.660,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:32.870, -0.59, 0, 0.769, 0.122, -21.545, 0, -90.209, 23.632, -5.532, 22.834, 78.400, -38.416, 23.63, 0.94107, 0.01578, 0.33472, -0.04492,
 11:24:17.779,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:32.870, -0.579, 0, 0.778, 0.183, -22.034, 0, -90.203, 22.61, -5.57, 22.834, 78.400, -38.416, 23.63, 0.94107, 0.01578, 0.33472, -0.04492,
 11:24:17.779,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:32.870, -0.553, 0, 0.791, 0.122, -24.109, 0, -90.198, 21.528, -5.609, 22.834, 78.400, -38.416, 23.63, 0.94107, 0.01578, 0.33472, -0.04492,
 11:24:17.840,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:32.870, -0.536, 0.001, 0.801, 0.183, -24.841, 0, -90.192, 20.369, -5.641, 19.306, 77.714, -39.984, 23.63, 0.94107, 0.01578, 0.33472, -0.04492,
 11:24:17.870,ef:e4:2c:bf:73:a9, 2015-1-1 0:2:32.870, -0.531, 0, 0.816, 0.183, -25.085, 0, -90.181, 19.199, -5.674, 19.306, 77.714, -39.984, 23.63, 0.94107, 0.01578, 0.33472, -0.04492,
