Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),ShiftX(mm),ShiftY(mm),ShiftZ(mm),SpeedX(mm/s),SpeedY(mm/s),SpeedZ(mm/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 09:57:59.004,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:53.959, 0.075, -0.003, 0.982, 0.305, -35.217, 0,,,,,,, -90.258, -13.167, -13.947, 0.980, 66.052, -41.160, 23.35, 0.97552, 0.01962, 0.18652, -0.11435,
 09:57:59.004,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:53.959, 0.09, -0.003, 0.983, 0.305, -33.264, 0,,,,,,, -90.247, -14.865, -13.98, 0.980, 66.052, -41.160, 23.35, 0.97552, 0.01962, 0.18652, -0.11435,
 09:57:59.019,d2:5a:50:4a:21:12, 2024-09-04 09:57:54.096, 0.03, -0.032, 0.965, 0.244, 61.768, 0,,,,,,, 63.309, -18.369, 5.015, -35.476, 26.460, -17.444, 23.08, -0.90604, -0.01099, 0.41821, -0.06314,
 09:57:59.109,d2:5a:50:4a:21:12, 2024-09-04 09:57:54.096, -0.073, -0.031, 0.974, 0.305, 61.401, 0,,,,,,, 63.364, -12.079, 5.202, -35.476, 26.460, -17.444, 23.08, -0.90604, -0.01099, 0.41821, -0.06314,
 09:57:59.122,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:53.959, 0.129, 0, 0.981, 0.305, -31.189, 0,,,,,,, -90.231, -16.463, -14.008, 0.980, 66.052, -41.160, 23.35, 0.97552, 0.01962, 0.18652, -0.11435,
 09:57:59.124,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:53.959, 0.147, 0, 0.981, 0.305, -28.503, 0,,,,,,, -90.22, -17.963, -14.03, 0.980, 66.052, -41.160, 23.35, 0.97552, 0.01962, 0.18652, -0.11435,
 09:57:59.154,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:53.959, 0.175, 0, 0.979, 0.244, -26.55, 0,,,,,,, -90.203, -19.341, -14.041, 0.980, 66.052, -41.160, 23.35, 0.97552, 0.01962, 0.18652, -0.11435,
 09:57:59.214,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:53.959, 0.188, -0.002, 0.978, 0.244, -22.644, 0,,,,,,, -90.198, -20.594, -14.052, 0.980, 66.052, -41.160, 23.35, 0.97552, 0.01962, 0.18652, -0.11435,
 09:57:59.229,d2:5a:50:4a:21:12, 2024-09-04 09:57:54.096, -0.18, -0.029, 0.972, 0.183, 62.073, 0,,,,,,, 63.397, -5.795, 5.609, -35.476, 26.460, -17.444, 23.08, -0.90604, -0.01099, 0.41821, -0.06314,
 09:57:59.274,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:53.959, 0.206, 0, 0.976, 0.244, -20.752, 0,,,,,,, -90.192, -21.703, -14.057, 0.980, 66.052, -41.160, 23.35, 0.97552, 0.01962, 0.18652, -0.11435,
 09:57:59.319,d2:5a:50:4a:21:12, 2024-09-04 09:57:54.096, -0.302, -0.031, 0.959, 0.244, 62.012, 0,,,,,,, 63.402, 0.45, 6.262, -35.476, 26.460, -17.444, 23.08, -0.90604, -0.01099, 0.41821, -0.06314,
 09:57:59.334,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:53.959, 0.222, 0.001, 0.974, 0.183, -16.968, 0,,,,,,, -90.181, -22.67, -14.057, 0.980, 66.052, -41.160, 23.35, 0.97552, 0.01962, 0.18652, -0.11435,
 09:57:59.365,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:53.959, 0.233, 0.001, 0.972, 0.122, -14.404, 0,,,,,,, -90.176, -23.489, -14.052, 0.980, 66.052, -41.160, 23.35, 0.97552, 0.01962, 0.18652, -0.11435,
 09:57:59.394,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:53.959, 0.244, 0, 0.969, 0.122, -10.681, 0,,,,,,, -90.17, -24.142, -14.046, 0.980, 66.052, -41.160, 23.35, 0.97552, 0.01962, 0.18652, -0.11435,
 09:57:59.438,d2:5a:50:4a:21:12, 2024-09-04 09:57:54.096, -0.397, -0.029, 0.923, 0.244, 61.829, 0,,,,,,, 63.386, 6.762, 7.031, -35.476, 26.460, -17.444, 23.08, -0.90604, -0.01099, 0.41821, -0.06314,
 09:57:59.484,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:53.959, 0.247, 0, 0.968, 0.122, -8.301, 0,,,,,,, -90.165, -24.664, -14.03, 0.980, 66.052, -41.160, 23.35, 0.97552, 0.01962, 0.18652, -0.11435,
 09:57:59.499,d2:5a:50:4a:21:12, 2024-09-04 09:57:54.096, -0.501, -0.03, 0.889, 0.244, 62.622, 0,,,,,,, 63.347, 13.052, 7.597, 16.464, 3.724, -39.004, 23.08, -0.90604, -0.01099, 0.41821, -0.06314,
 09:57:59.514,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:53.959, 0.247, 0.001, 0.968, 0.061, -4.578, 0,,,,,,, -90.159, -25.038, -14.008, -24.598, 64.288, -38.024, 23.35, 0.97552, 0.01962, 0.18652, -0.11435,
 09:57:59.574,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:53.959, 0.25, 0.001, 0.967, 0.061, -2.075, 0,,,,,,, -90.159, -25.263, -13.986, -24.598, 64.288, -38.024, 23.35, 0.97552, 0.01962, 0.18652, -0.11435,
 09:57:59.618,d2:5a:50:4a:21:12, 2024-09-04 09:57:55.231, -0.583, -0.029, 0.838, 0.244, 61.462, 0,,,,,,, 63.292, 19.413, 7.767, 16.464, 3.724, -39.004, 23.08, -0.9765, 0.02945, -0.20193, -0.06833,
 09:57:59.665,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:53.959, 0.25, 0.002, 0.968, 0, 1.16, 0,,,,,,, -90.159, -25.351, -13.958, -24.598, 64.288, -38.024, 23.35, 0.98782, -0.01147, -0.09668, -0.12097,
 09:57:59.709,d2:5a:50:4a:21:12, 2024-09-04 09:57:55.231, -0.661, -0.029, 0.786, 0.244, 62.805, 0,,,,,,, 63.237, 25.796, 6.449, 16.464, 3.724, -39.004, 23.08, -0.9765, 0.02945, -0.20193, -0.06833,
 09:57:59.725,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:55.154, 0.236, 0, 0.967, 0, 3.54, 0,,,,,,, -90.154, -25.307, -13.931, -24.598, 64.288, -38.024, 23.35, 0.98782, -0.01147, -0.09668, -0.12097,
 09:57:59.725,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:55.154, 0.233, 0, 0.969, -0.061, 6.653, 0,,,,,,, -90.154, -25.126, -13.898, -24.598, 64.288, -38.024, 23.35, 0.98782, -0.01147, -0.09668, -0.12097,
 09:57:59.783,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:55.154, 0.218, 0, 0.97, -0.061, 8.484, 0,,,,,,, -90.159, -24.835, -13.865, -24.598, 64.288, -38.024, 23.35, 0.98782, -0.01147, -0.09668, -0.12097,
 09:57:59.814,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:55.154, 0.215, 0.002, 0.97, -0.061, 11.353, 0,,,,,,, -90.159, -24.417, -13.826, -24.598, 64.288, -38.024, 23.35, 0.98782, -0.01147, -0.09668, -0.12097,
 09:57:59.829,d2:5a:50:4a:21:12, 2024-09-04 09:57:55.231, -0.745, -0.028, 0.723, 0.183, 61.096, 0,,,,,,, 63.199, 32.108, 2.983, 16.464, 3.724, -39.004, 23.08, -0.9765, 0.02945, -0.20193, -0.06833,
 09:57:59.904,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:55.154, 0.199, 0.001, 0.971, -0.061, 12.939, 0,,,,,,, -90.159, -23.901, -13.788, -24.598, 64.288, -38.024, 23.35, 0.98782, -0.01147, -0.09668, -0.12097,
 09:57:59.919,d2:5a:50:4a:21:12, 2024-09-04 09:57:55.231, -0.814, -0.026, 0.641, 0.244, 61.646, 0,,,,,,, 63.171, 38.441, -1.571, 16.464, 3.724, -39.004, 23.08, -0.9765, 0.02945, -0.20193, -0.06833,
 09:57:59.934,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:55.154, 0.186, 0, 0.974, -0.183, 14.954, 0,,,,,,, -90.165, -23.297, -13.749, -24.598, 64.288, -38.024, 23.35, 0.98782, -0.01147, -0.09668, -0.12097,
 09:57:59.964,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:55.154, 0.167, -0.001, 0.975, -0.183, 16.663, 0,,,,,,, -90.176, -22.604, -13.711, -24.598, 64.288, -38.024, 23.35, 0.98782, -0.01147, -0.09668, -0.12097,
 09:58:00.039,d2:5a:50:4a:21:12, 2024-09-04 09:57:55.231, -0.875, -0.028, 0.554, 0.244, 61.462, 0,,,,,,, 63.122, 44.676, -6.334, 16.464, 3.724, -39.004, 23.08, -0.9765, 0.02945, -0.20193, -0.06833,
 09:58:00.053,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:55.154, 0.15, 0.001, 0.977, -0.244, 18.433, 0,,,,,,, -90.181, -21.824, -13.672, -24.598, 64.288, -38.024, 23.35, 0.98782, -0.01147, -0.09668, -0.12097,
 09:58:00.083,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:55.154, 0.136, 0.002, 0.979, -0.122, 19.775, 0,,,,,,, -90.187, -20.967, -13.629, -24.598, 64.288, -38.024, 23.35, 0.98782, -0.01147, -0.09668, -0.12097,
 09:58:00.099,d2:5a:50:4a:21:12, 2024-09-04 09:57:55.231, -0.922, -0.026, 0.461, 0.244, 61.218, 0,,,,,,, 63.018, 50.911, -10.959, 16.464, 3.724, -39.004, 23.08, -0.9765, 0.02945, -0.20193, -0.06833,
 09:58:00.174,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:55.154, 0.112, 0, 0.981, -0.183, 21.362, 0,,,,,,, -90.192, -20.045, -13.585, -24.598, 64.288, -38.024, 23.35, 0.98782, -0.01147, -0.09668, -0.12097,
 09:58:00.174,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:55.154, 0.087, 0, 0.982, -0.244, 22.522, 0,,,,,,, -90.198, -19.05, -13.541, -24.598, 64.288, -38.024, 23.35, 0.98782, -0.01147, -0.09668, -0.12097,
 09:58:00.203,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:55.154, 0.067, 0, 0.983, -0.183, 24.231, 0,,,,,,, -90.203, -17.985, -13.497, -24.598, 64.288, -38.024, 23.35, 0.98782, -0.01147, -0.09668, -0.12097,
 09:58:00.219,d2:5a:50:4a:21:12, 2024-09-04 09:57:55.231, -0.962, -0.027, 0.366, 0.244, 61.218, 0,,,,,,, 62.831, 57.134, -15.524, 16.464, 3.724, -39.004, 23.08, -0.9765, 0.02945, -0.20193, -0.06833,
 09:58:00.308,d2:5a:50:4a:21:12, 2024-09-04 09:57:55.231, -0.983, -0.026, 0.261, 0.244, 60.974, 0,,,,,,, 62.479, 63.408, -19.913, 16.464, 3.724, -39.004, 23.08, -0.9765, 0.02945, -0.20193, -0.06833,
 09:58:00.324,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:55.154, 0.049, 0, 0.983, -0.244, 24.719, 0,,,,,,, -90.214, -16.859, -13.458, -24.598, 64.288, -38.024, 23.35, 0.98782, -0.01147, -0.09668, -0.12097,
 09:58:00.324,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:55.154, 0.027, 0.001, 0.984, -0.244, 26.184, 0,,,,,,, -90.22, -15.694, -13.414, -24.598, 64.288, -38.024, 23.35, 0.98782, -0.01147, -0.09668, -0.12097,
 09:58:00.383,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:55.154, -0.01, 0, 0.984, -0.305, 26.917, 0,,,,,,, -90.231, -14.464, -13.37, -24.598, 64.288, -38.024, 23.35, 0.98782, -0.01147, -0.09668, -0.12097,
 09:58:00.414,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:55.154, -0.03, -0.002, 0.982, -0.305, 27.71, 0,,,,,,, -90.247, -13.2, -13.326, -24.598, 64.288, -38.024, 23.35, 0.98782, -0.01147, -0.09668, -0.12097,
 09:58:00.429,d2:5a:50:4a:21:12, 2024-09-04 09:57:55.231, -0.996, -0.025, 0.161, 0.244, 61.768, 0,,,,,,, 61.793, 69.703, -24.219, 16.464, 3.724, -39.004, 23.08, -0.9765, 0.02945, -0.20193, -0.06833,
 09:58:00.505,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:55.154, -0.054, 0, 0.982, -0.244, 28.381, 0,,,,,,, -90.258, -11.904, -13.282, -24.598, 64.288, -38.024, 23.35, 0.98782, -0.01147, -0.09668, -0.12097,
 09:58:00.518,d2:5a:50:4a:21:12, 2024-09-04 09:57:55.231, -0.998, -0.025, 0.054, 0.244, 60.73, 0,,,,,,, 60.233, 75.981, -29.015, 16.464, 3.724, -39.004, 23.08, -0.9765, 0.02945, -0.20193, -0.06833,
 09:58:00.533,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:55.154, -0.086, 0, 0.979, -0.244, 29.114, 0,,,,,,, -90.269, -10.558, -13.244, -24.598, 64.288, -38.024, 23.35, 0.98782, -0.01147, -0.09668, -0.12097,
 09:58:00.564,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:55.154, -0.111, 0, 0.977, -0.305, 29.785, 0,,,,,,, -90.28, -9.179, -13.2, -24.598, 64.288, -38.024, 23.35, 0.98782, -0.01147, -0.09668, -0.12097,
 09:58:00.623,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:55.154, -0.139, -0.002, 0.974, -0.305, 29.785, 0,,,,,,, -90.291, -7.778, -13.156, -24.598, 64.288, -38.024, 23.35, 0.98782, -0.01147, -0.09668, -0.12097,
 09:58:00.640,d2:5a:50:4a:21:12, 2024-09-04 09:57:55.231, -0.989, -0.023, -0.051, 0.244, 61.707, 0,,,,,,, 54.355, 82.249, -37.436, 36.946, 3.724, -2.744, 23.08, -0.9765, 0.02945, -0.20193, -0.06833,
 09:58:00.699,d2:5a:50:4a:21:12, 2024-09-04 09:57:55.231, -0.974, -0.026, -0.161, 0.244, 61.646, 0,,,,,,, -82.628, 85.463, -176.061, 36.946, 3.724, -2.744, 23.08, -0.66742, -0.17249, -0.70285, 0.1752,
 09:58:00.713,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:55.154, -0.16, -0.002, 0.969, -0.305, 30.579, 0,,,,,,, -90.302, -6.356, -13.123, -24.598, 64.288, -38.024, 23.35, 0.98782, -0.01147, -0.09668, -0.12097,
 09:58:00.743,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:55.154, -0.197, -0.001, 0.966, -0.305, 30.701, 0,,,,,,, -90.313, -4.905, -13.085, -8.330, 64.778, -41.944, 23.35, 0.98782, -0.01147, -0.09668, -0.12097,
 09:58:00.774,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:55.154, -0.214, 0, 0.959, -0.305, 30.823, 0,,,,,,, -90.33, -3.439, -13.046, -8.330, 64.778, -41.944, 23.35, 0.98782, -0.01147, -0.09668, -0.12097,
 09:58:00.804,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:55.154, -0.254, 0, 0.955, -0.366, 30.701, 0,,,,,,, -90.341, -1.978, -13.008, -8.330, 64.778, -41.944, 23.35, 0.98792, 0.01074, 0.10556, -0.11252,
 09:58:00.818,d2:5a:50:4a:21:12, 2024-09-04 09:57:56.331, -0.94, -0.023, -0.27, 0.305, 62.195, 0,,,,,,, -107.952, 79.316, 158.17, 36.946, 3.724, -2.744, 23.08, -0.66742, -0.17249, -0.70285, 0.1752,
 09:58:00.893,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:56.344, -0.269, -0.002, 0.945, -0.305, 30.945, 0,,,,,,, -90.352, -0.5, -12.969, -8.330, 64.778, -41.944, 23.35, 0.98792, 0.01074, 0.10556, -0.11252,
 09:58:00.909,d2:5a:50:4a:21:12, 2024-09-04 09:57:56.331, -0.901, -0.025, -0.376, 0.244, 61.768, 0,,,,,,, -110.759, 73.054, 156.561, 36.946, 3.724, -2.744, 23.08, -0.66742, -0.17249, -0.70285, 0.1752,
 09:58:00.923,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:56.344, -0.3, -0.002, 0.94, -0.244, 30.884, 0,,,,,,, -90.368, 0.983, -12.936, -8.330, 64.778, -41.944, 23.35, 0.98792, 0.01074, 0.10556, -0.11252,
 09:58:00.983,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:56.344, -0.321, -0.001, 0.931, -0.183, 30.457, 0,,,,,,, -90.379, 2.461, -12.903, -8.330, 64.778, -41.944, 23.35, 0.98792, 0.01074, 0.10556, -0.11252,
 09:58:01.014,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:56.344, -0.354, -0.002, 0.924, -0.244, 30.457, 0,,,,,,, -90.385, 3.928, -12.865, -8.330, 64.778, -41.944, 23.35, 0.98792, 0.01074, 0.10556, -0.11252,
 09:58:01.028,d2:5a:50:4a:21:12, 2024-09-04 09:57:56.331, -0.846, -0.023, -0.473, 0.244, 61.218, 0,,,,,,, -111.764, 66.802, 157.95, 36.946, 3.724, -2.744, 23.08, -0.66742, -0.17249, -0.70285, 0.1752,
 09:58:01.103,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:56.344, -0.374, -0.003, 0.912, -0.305, 29.846, 0,,,,,,, -90.396, 5.383, -12.832, -8.330, 64.778, -41.944, 23.35, 0.98792, 0.01074, 0.10556, -0.11252,
 09:58:01.119,d2:5a:50:4a:21:12, 2024-09-04 09:57:56.331, -0.769, -0.025, -0.57, 0.183, 60.73, 0,,,,,,, -112.269, 60.612, 160.505, 36.946, 3.724, -2.744, 23.08, -0.66742, -0.17249, -0.70285, 0.1752,
 09:58:01.133,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:56.344, -0.397, -0.003, 0.904, -0.244, 29.724, 0,,,,,,, -90.412, 6.828, -12.805, -8.330, 64.778, -41.944, 23.35, 0.98792, 0.01074, 0.10556, -0.11252,
 09:58:01.194,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:56.344, -0.421, -0.003, 0.893, -0.244, 29.175, 0,,,,,,, -90.423, 8.256, -12.777, -8.330, 64.778, -41.944, 23.35, 0.98792, 0.01074, 0.10556, -0.11252,
 09:58:01.223,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:56.344, -0.447, -0.003, 0.882, -0.244, 28.748, 0,,,,,,, -90.434, 9.668, -12.75, -8.330, 64.778, -41.944, 23.35, 0.98792, 0.01074, 0.10556, -0.11252,
 09:58:01.237,d2:5a:50:4a:21:12, 2024-09-04 09:57:56.331, -0.694, -0.023, -0.667, 0.244, 60.608, 0,,,,,,, -112.56, 54.448, 163.548, 36.946, 3.724, -2.744, 23.08, -0.66742, -0.17249, -0.70285, 0.1752,
 09:58:01.327,d2:5a:50:4a:21:12, 2024-09-04 09:57:56.331, -0.617, -0.025, -0.748, 0.244, 60.486, 0,,,,,,, -112.747, 48.312, 166.805, 36.946, 3.724, -2.744, 23.08, -0.66742, -0.17249, -0.70285, 0.1752,
 09:58:01.344,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:56.344, -0.466, -0.003, 0.867, -0.305, 28.198, 0,,,,,,, -90.45, 11.047, -12.722, -8.330, 64.778, -41.944, 23.35, 0.98792, 0.01074, 0.10556, -0.11252,
 09:58:01.344,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:56.344, -0.488, -0.004, 0.858, -0.244, 27.771, 0,,,,,,, -90.461, 12.42, -12.695, -8.330, 64.778, -41.944, 23.35, 0.98792, 0.01074, 0.10556, -0.11252,
 09:58:01.372,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:56.344, -0.505, -0.003, 0.846, -0.244, 27.283, 0,,,,,,, -90.472, 13.766, -12.667, -8.330, 64.778, -41.944, 23.35, 0.98792, 0.01074, 0.10556, -0.11252,
 09:58:01.433,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:56.344, -0.534, -0.003, 0.835, -0.244, 26.55, 0,,,,,,, -90.489, 15.084, -12.645, -8.330, 64.778, -41.944, 23.35, 0.98792, 0.01074, 0.10556, -0.11252,
 09:58:01.448,d2:5a:50:4a:21:12, 2024-09-04 09:57:56.331, -0.528, -0.024, -0.815, 0.183, 60.974, 0,,,,,,, -112.874, 42.16, 170.151, 36.946, 3.724, -2.744, 23.08, -0.66742, -0.17249, -0.70285, 0.1752,
 09:58:01.494,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:56.344, -0.548, -0.004, 0.818, -0.244, 25.94, 0,,,,,,, -90.5, 16.381, -12.623, -8.330, 64.778, -41.944, 23.35, 0.98792, 0.01074, 0.10556, -0.11252,
 09:58:01.509,d2:5a:50:4a:21:12, 2024-09-04 09:57:56.331, -0.44, -0.026, -0.881, 0.183, 61.218, 0,,,,,,, -112.967, 35.986, 173.485, 36.946, 3.724, -2.744, 23.08, -0.66742, -0.17249, -0.70285, 0.1752,
 09:58:01.583,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:56.344, -0.568, -0.005, 0.81, -0.183, 24.963, 0,,,,,,, -90.516, 17.639, -12.601, -8.330, 64.778, -41.944, 23.35, 0.98792, 0.01074, 0.10556, -0.11252,
 09:58:01.583,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:56.344, -0.576, -0.005, 0.796, -0.183, 23.621, 0,,,,,,, -90.527, 18.847, -12.585, -8.330, 64.778, -41.944, 23.35, 0.98792, 0.01074, 0.10556, -0.11252,
 09:58:01.613,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:56.344, -0.603, -0.004, 0.788, -0.183, 23.01, 0,,,,,,, -90.538, 20.006, -12.568, -8.330, 64.778, -41.944, 23.35, 0.98792, 0.01074, 0.10556, -0.11252,
 09:58:01.629,d2:5a:50:4a:21:12, 2024-09-04 09:57:56.331, -0.339, -0.025, -0.931, 0.183, 59.692, 0,,,,,,, -113.033, 29.855, 176.759, 36.946, 3.724, -2.744, 23.08, -0.66742, -0.17249, -0.70285, 0.1752,
 09:58:01.720,d2:5a:50:4a:21:12, 2024-09-04 09:57:56.331, -0.233, -0.026, -0.974, 0.183, 60.547, 0,,,,,,, -113.077, 23.763, 179.918, 36.946, 3.724, -2.744, 23.08, -0.66742, -0.17249, -0.70285, 0.1752,
 09:58:01.764,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:56.344, -0.613, -0.005, 0.771, -0.244, 22.095, 0,,,,,,, -90.56, 21.132, -12.552, -8.330, 64.778, -41.944, 23.35, 0.98792, 0.01074, 0.10556, -0.11252,
 09:58:01.764,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:56.344, -0.625, -0.005, 0.763, -0.122, 21.179, 0,,,,,,, -90.571, 22.22, -12.541, -8.330, 64.778, -41.944, 23.35, 0.98792, 0.01074, 0.10556, -0.11252,
 09:58:01.823,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:56.344, -0.639, -0.006, 0.75, -0.244, 19.836, 0,,,,,,, -90.588, 23.242, -12.53, -8.330, 64.778, -41.944, 23.35, 0.98792, 0.01074, 0.10556, -0.11252,
 09:58:01.823,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:56.344, -0.657, -0.005, 0.742, -0.244, 19.409, 0,,,,,,, -90.604, 24.236, -12.519, -8.330, 64.778, -41.944, 23.35, 0.98792, 0.01074, 0.10556, -0.11252,
 09:58:01.870,d2:5a:50:4a:21:12, 2024-09-04 09:57:56.331, -0.125, -0.026, -0.997, 0.244, 60.059, 0,,,,,,, -113.104, 17.672, -177.056, -5.194, 18.032, 64.680, 23.08, -0.13586, 0.0433, -0.98969, 0.00873,
 09:58:01.929,d2:5a:50:4a:21:12, 2024-09-04 09:57:57.491, -0.02, -0.028, -1.02, 0.183, 60.73, 0,,,,,,, -113.121, 11.514, -174.194, -5.194, 18.032, 64.680, 23.08, -0.13586, 0.0433, -0.98969, 0.00873,
 09:58:01.944,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:56.344, -0.666, -0.006, 0.727, -0.244, 17.761, 0,,,,,,, -90.621, 25.175, -12.508, 12.936, 67.130, -36.554, 23.35, 0.98792, 0.01074, 0.10556, -0.11252,
 09:58:01.944,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:56.344, -0.675, -0.006, 0.719, -0.183, 16.968, 0,,,,,,, -90.637, 26.065, -12.502, 12.936, 67.130, -36.554, 23.35, 0.98792, 0.01074, 0.10556, -0.11252,
 09:58:02.004,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:56.344, -0.688, -0.006, 0.71, -0.183, 15.625, 0,,,,,,, -90.654, 26.895, -12.497, 12.936, 67.130, -36.554, 23.35, 0.93204, 0.03421, 0.34628, -0.10071,
 09:58:02.049,d2:5a:50:4a:21:12, 2024-09-04 09:57:57.491, 0.09, -0.027, -1.028, 0.244, 61.89, 0,,,,,,, -113.121, 5.339, -171.53, -5.194, 18.032, 64.680, 23.08, -0.13586, 0.0433, -0.98969, 0.00873,
 09:58:02.064,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:56.344, -0.697, -0.007, 0.701, -0.183, 14.526, 0,,,,,,, -90.665, 27.675, -12.491, 12.936, 67.130, -36.554, 23.35, 0.93204, 0.03421, 0.34628, -0.10071,
 09:58:02.109,d2:5a:50:4a:21:12, 2024-09-04 09:57:57.491, 0.19, -0.027, -1.025, 0.244, 61.768, 0,,,,,,, -113.11, -0.851, -169.069, -5.194, 18.032, 64.680, 23.08, -0.13586, 0.0433, -0.98969, 0.00873,
 09:58:02.123,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:57.504, -0.705, -0.006, 0.69, -0.183, 13.062, 0,,,,,,, -90.681, 28.383, -12.486, 12.936, 67.130, -36.554, 23.35, 0.93204, 0.03421, 0.34628, -0.10071,
 09:58:02.183,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:57.504, -0.71, -0.006, 0.685, -0.122, 11.902, 0,,,,,,, -90.692, 29.042, -12.486, 12.936, 67.130, -36.554, 23.35, 0.93204, 0.03421, 0.34628, -0.10071,
 09:58:02.185,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:57.504, -0.714, -0.006, 0.678, -0.122, 10.315, 0,,,,,,, -90.703, 29.625, -12.486, 12.936, 67.130, -36.554, 23.35, 0.93204, 0.03421, 0.34628, -0.10071,
 09:58:02.213,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:57.504, -0.724, -0.006, 0.673, -0.122, 9.338, 0,,,,,,, -90.714, 30.152, -12.486, 12.936, 67.130, -36.554, 23.35, 0.93204, 0.03421, 0.34628, -0.10071,
 09:58:02.259,d2:5a:50:4a:21:12, 2024-09-04 09:57:57.491, 0.291, -0.028, -1.012, 0.244, 60.669, 0,,,,,,, -113.082, -6.971, -166.855, -5.194, 18.032, 64.680, 23.08, -0.13586, 0.0433, -0.98969, 0.00873,
 09:58:02.304,ef:e4:2c:bf:73:a9, 2024-09-04 09:57:57.504, -0.724, -0.007, 0.666, -0.061, 7.874, 0,,,,,,, -90.725, 30.624, -12.486, 12.936, 67.130, -36.554, 23.35, 0.93204, 0.03421, 0.34628, -0.10071,
 09:58:02.319,d2:5a:50:4a:21:12, 2024-09-04 09:57:57.491, 0.392, -0.03, -0.99, 0.244, 60.73, 0,,,,,,, -113.038, -13.085, -164.91, -5.194, 18.032, 64.680, 23.08, -0.13586, 0.0433, -0.98969, 0.00873,
