Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),ShiftX(mm),ShiftY(mm),ShiftZ(mm),SpeedX(mm/s),SpeedY(mm/s),SpeedZ(mm/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 09:58:09.204,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:03.704, -0.668, -0.005, 0.713, 0.061, -14.099, 0,,,,,,, -90.698, 28.125, -12.706, 15.582, 68.012, -35.084, 23.35, 0.91837, 0.03751, 0.38132, -0.09851,
 09:58:09.234,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:03.704, -0.647, -0.006, 0.721, 0.061, -14.954, 0,,,,,,, -90.687, 27.466, -12.733, 15.582, 68.012, -35.084, 23.35, 0.91837, 0.03751, 0.38132, -0.09851,
 09:58:09.264,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:03.704, -0.644, -0.005, 0.73, 0.061, -16.357, 0,,,,,,, -90.676, 26.741, -12.761, 15.582, 68.012, -35.084, 23.35, 0.91837, 0.03751, 0.38132, -0.09851,
 09:58:09.279,d2:5a:50:4a:21:12, 2024-09-04 09:58:04.611, 1.003, -0.035, -0.126, 0.305, 61.34, 0,,,,,,, -106.331, -79.607, -170.277, -66.248, 44.198, 29.302, 23.08, -0.52496, -0.13715, 0.83316, -0.10651,
 09:58:09.355,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:03.704, -0.632, -0.006, 0.737, 0.122, -16.724, 0,,,,,,, -90.665, 25.983, -12.788, 11.760, 67.620, -37.534, 23.35, 0.91837, 0.03751, 0.38132, -0.09851,
 09:58:09.369,d2:5a:50:4a:21:12, 2024-09-04 09:58:04.611, 0.997, -0.036, -0.017, 0.244, 59.998, 0,,,,,,, -99.13, -85.605, -178.72, -66.248, 44.198, 29.302, 23.08, -0.52496, -0.13715, 0.83316, -0.10651,
 09:58:09.414,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:03.704, -0.62, -0.004, 0.748, 0.122, -18.677, 0,,,,,,, -90.654, 25.164, -12.816, 11.760, 67.620, -37.534, 23.35, 0.91837, 0.03751, 0.38132, -0.09851,
 09:58:09.475,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:03.704, -0.599, -0.005, 0.757, 0.122, -19.47, 0,,,,,,, -90.643, 24.28, -12.849, 11.760, 67.620, -37.534, 23.35, 0.93842, 0.03317, 0.32751, -0.1044,
 09:58:09.489,d2:5a:50:4a:21:12, 2024-09-04 09:58:04.611, 0.985, -0.033, 0.086, 0.305, 62.317, 0,,,,,,, -46.648, -90.703, 127.436, -66.248, 44.198, 29.302, 23.08, -0.52496, -0.13715, 0.83316, -0.10651,
 09:58:09.503,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:03.704, -0.588, -0.005, 0.772, 0.122, -20.081, 0,,,,,,, -90.632, 23.351, -12.881, 11.760, 67.620, -37.534, 23.35, 0.93842, 0.03317, 0.32751, -0.1044,
 09:58:09.564,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:04.924, -0.571, -0.004, 0.783, 0.061, -21.79, 0,,,,,,, -90.615, 22.385, -12.92, 11.760, 67.620, -37.534, 23.35, 0.93842, 0.03317, 0.32751, -0.1044,
 09:58:09.579,d2:5a:50:4a:21:12, 2024-09-04 09:58:04.611, 0.947, -0.035, 0.199, 0.305, 60.608, 0,,,,,,, 44.797, -87.171, 34.618, -66.248, 44.198, 29.302, 23.08, -0.52496, -0.13715, 0.83316, -0.10651,
 09:58:09.624,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:04.924, -0.553, -0.005, 0.792, 0.061, -22.522, 0,,,,,,, -90.604, 21.346, -12.953, 11.760, 67.620, -37.534, 23.35, 0.93842, 0.03317, 0.32751, -0.1044,
 09:58:09.624,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:04.924, -0.535, -0.004, 0.806, 0.061, -23.987, 0,,,,,,, -90.593, 20.253, -12.991, 11.760, 67.620, -37.534, 23.35, 0.93842, 0.03317, 0.32751, -0.1044,
 09:58:09.699,d2:5a:50:4a:21:12, 2024-09-04 09:58:04.611, 0.912, -0.035, 0.298, 0.244, 60.425, 0,,,,,,, 55.305, -81.282, 22.676, -66.248, 44.198, 29.302, 23.08, -0.52496, -0.13715, 0.83316, -0.10651,
 09:58:09.743,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:04.924, -0.519, -0.003, 0.816, 0.122, -24.292, 0,,,,,,, -90.577, 19.116, -13.03, 11.760, 67.620, -37.534, 23.35, 0.93842, 0.03317, 0.32751, -0.1044,
 09:58:09.773,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:04.924, -0.506, -0.004, 0.83, 0.122, -25.696, 0,,,,,,, -90.56, 17.941, -13.068, 11.760, 67.620, -37.534, 23.35, 0.93842, 0.03317, 0.32751, -0.1044,
 09:58:09.788,d2:5a:50:4a:21:12, 2024-09-04 09:58:04.611, 0.854, -0.035, 0.396, 0.305, 59.082, 0,,,,,,, 58.623, -75.383, 17.952, -66.248, 44.198, 29.302, 23.08, -0.52496, -0.13715, 0.83316, -0.10651,
 09:58:09.803,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:04.924, -0.473, -0.004, 0.837, 0.183, -26.917, 0,,,,,,, -90.544, 16.699, -13.107, 11.760, 67.620, -37.534, 23.35, 0.93842, 0.03317, 0.32751, -0.1044,
 09:58:09.863,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:04.924, -0.463, -0.003, 0.853, 0.122, -28.137, 0,,,,,,, -90.533, 15.386, -13.145, 11.760, 67.620, -37.534, 23.35, 0.93842, 0.03317, 0.32751, -0.1044,
 09:58:09.908,d2:5a:50:4a:21:12, 2024-09-04 09:58:04.611, 0.805, -0.035, 0.484, 0.305, 59.875, 0,,,,,,, 60.26, -69.412, 14.919, -66.248, 44.198, 29.302, 23.08, -0.52496, -0.13715, 0.83316, -0.10651,
 09:58:09.924,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:04.924, -0.432, -0.004, 0.863, 0.183, -28.809, 0,,,,,,, -90.516, 14.041, -13.189, 11.760, 67.620, -37.534, 23.35, 0.93842, 0.03317, 0.32751, -0.1044,
 09:58:09.954,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:04.924, -0.415, -0.002, 0.877, 0.183, -31.006, 0,,,,,,, -90.5, 12.612, -13.233, 11.760, 67.620, -37.534, 23.35, 0.93842, 0.03317, 0.32751, -0.1044,
 09:58:09.969,d2:5a:50:4a:21:12, 2024-09-04 09:58:04.611, 0.727, -0.034, 0.574, 0.244, 60.364, 0,,,,,,, 61.221, -63.435, 12.601, -66.248, 44.198, 29.302, 23.08, -0.52496, -0.13715, 0.83316, -0.10651,
 09:58:10.013,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:04.924, -0.377, -0.002, 0.886, 0.244, -32.349, 0,,,,,,, -90.483, 11.102, -13.277, 11.760, 67.620, -37.534, 23.35, 0.93842, 0.03317, 0.32751, -0.1044,
 09:58:10.043,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:04.924, -0.363, -0.003, 0.901, 0.305, -33.142, 0,,,,,,, -90.467, 9.536, -13.326, 11.760, 67.620, -37.534, 23.35, 0.93842, 0.03317, 0.32751, -0.1044,
 09:58:10.073,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:04.924, -0.326, -0.003, 0.909, 0.244, -34.241, 0,,,,,,, -90.445, 7.927, -13.37, 11.760, 67.620, -37.534, 23.35, 0.93842, 0.03317, 0.32751, -0.1044,
 09:58:10.088,d2:5a:50:4a:21:12, 2024-09-04 09:58:04.611, 0.657, -0.035, 0.65, 0.244, 60.425, 0,,,,,,, 61.859, -57.332, 10.69, -66.248, 44.198, 29.302, 23.08, -0.52496, -0.13715, 0.83316, -0.10651,
 09:58:10.164,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:04.924, -0.294, -0.003, 0.922, 0.244, -36.133, 0,,,,,,, -90.428, 6.24, -13.42, 11.760, 67.620, -37.534, 23.35, 0.93842, 0.03317, 0.32751, -0.1044,
 09:58:10.178,d2:5a:50:4a:21:12, 2024-09-04 09:58:04.611, 0.569, -0.035, 0.73, 0.305, 61.462, 0,,,,,,, 62.292, -51.229, 9.08, -28.518, 22.050, -23.324, 23.08, -0.52496, -0.13715, 0.83316, -0.10651,
 09:58:10.194,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:04.924, -0.264, -0.002, 0.93, 0.305, -36.865, 0,,,,,,, -90.406, 4.488, -13.475, 11.760, 67.620, -37.534, 23.35, 0.93842, 0.03317, 0.32751, -0.1044,
 09:58:10.254,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:04.924, -0.235, -0.002, 0.942, 0.244, -37.231, 0,,,,,,, -90.39, 2.714, -13.524, 11.760, 67.620, -37.534, 23.35, 0.93842, 0.03317, 0.32751, -0.1044,
 09:58:10.284,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:04.924, -0.19, -0.001, 0.948, 0.305, -38.208, 0,,,,,,, -90.368, 0.901, -13.579, 11.760, 67.620, -37.534, 23.35, 0.93842, 0.03317, 0.32751, -0.1044,
 09:58:10.298,d2:5a:50:4a:21:12, 2024-09-04 09:58:05.836, 0.48, -0.034, 0.795, 0.305, 60.364, 0,,,,,,, 62.617, -45.066, 7.762, -28.518, 22.050, -23.324, 23.08, -0.93573, -0.00247, 0.34848, -0.0535,
 09:58:10.374,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:04.924, -0.16, -0.001, 0.957, 0.305, -38.818, 0,,,,,,, -90.346, -0.956, -13.634, 11.760, 67.620, -37.534, 23.35, 0.93842, 0.03317, 0.32751, -0.1044,
 09:58:10.388,d2:5a:50:4a:21:12, 2024-09-04 09:58:05.836, 0.384, -0.033, 0.852, 0.244, 61.584, 0,,,,,,, 62.853, -38.897, 6.68, -28.518, 22.050, -23.324, 23.08, -0.93573, -0.00247, 0.34848, -0.0535,
 09:58:10.404,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:04.924, -0.123, -0.002, 0.962, 0.366, -38.635, 0,,,,,,, -90.33, -2.829, -13.683, 11.760, 67.620, -37.534, 23.35, 0.93842, 0.03317, 0.32751, -0.1044,
 09:58:10.434,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:04.924, -0.093, 0, 0.969, 0.244, -39.001, 0,,,,,,, -90.308, -4.708, -13.733, 11.760, 67.620, -37.534, 23.35, 0.93842, 0.03317, 0.32751, -0.1044,
 09:58:10.494,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:04.924, -0.048, 0, 0.972, 0.366, -38.574, 0,,,,,,, -90.291, -6.592, -13.782, 11.760, 67.620, -37.534, 23.35, 0.93842, 0.03317, 0.32751, -0.1044,
 09:58:10.508,d2:5a:50:4a:21:12, 2024-09-04 09:58:05.836, 0.28, -0.033, 0.9, 0.305, 61.34, 0,,,,,,, 63.034, -32.723, 5.905, -28.518, 22.050, -23.324, 23.08, -0.93573, -0.00247, 0.34848, -0.0535,
 09:58:10.554,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:04.924, -0.023, -0.002, 0.978, 0.366, -38.269, 0,,,,,,, -90.269, -8.47, -13.826, -12.740, 64.876, -41.454, 23.35, 0.93842, 0.03317, 0.32751, -0.1044,
 09:58:10.569,d2:5a:50:4a:21:12, 2024-09-04 09:58:05.836, 0.171, -0.032, 0.933, 0.244, 62.073, 0,,,,,,, 63.166, -26.494, 5.416, -28.518, 22.050, -23.324, 23.08, -0.93573, -0.00247, 0.34848, -0.0535,
 09:58:10.643,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:04.924, 0.021, -0.002, 0.979, 0.305, -37.292, 0,,,,,,, -90.253, -10.316, -13.87, -12.740, 64.876, -41.454, 23.35, 0.99216, 0.00317, 0.03018, -0.12076,
 09:58:10.689,d2:5a:50:4a:21:12, 2024-09-04 09:58:05.836, 0.06, -0.033, 0.957, 0.244, 61.951, 0,,,,,,, 63.265, -20.248, 5.213, -28.518, 22.050, -23.324, 23.08, -0.93573, -0.00247, 0.34848, -0.0535,
 09:58:10.703,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:06.054, 0.04, 0, 0.982, 0.305, -35.889, 0,,,,,,, -90.236, -12.118, -13.914, -12.740, 64.876, -41.454, 23.35, 0.99216, 0.00317, 0.03018, -0.12076,
 09:58:10.705,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:06.054, 0.084, 0, 0.981, 0.244, -34.912, 0,,,,,,, -90.225, -13.854, -13.947, -12.740, 64.876, -41.454, 23.35, 0.99216, 0.00317, 0.03018, -0.12076,
 09:58:10.764,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:06.054, 0.102, 0, 0.983, 0.305, -32.166, 0,,,,,,, -90.203, -15.502, -13.98, -12.740, 64.876, -41.454, 23.35, 0.99216, 0.00317, 0.03018, -0.12076,
 09:58:10.778,d2:5a:50:4a:21:12, 2024-09-04 09:58:05.836, -0.044, -0.03, 0.966, 0.244, 62.073, 0,,,,,,, 63.331, -13.964, 5.345, -28.518, 22.050, -23.324, 23.08, -0.93573, -0.00247, 0.34848, -0.0535,
 09:58:10.793,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:06.054, 0.135, 0, 0.982, 0.244, -30.518, 0,,,,,,, -90.198, -17.056, -14.002, -12.740, 64.876, -41.454, 23.35, 0.99216, 0.00317, 0.03018, -0.12076,
 09:58:10.853,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:06.054, 0.159, 0, 0.979, 0.366, -27.527, 0,,,,,,, -90.187, -18.501, -14.024, -12.740, 64.876, -41.454, 23.35, 0.99216, 0.00317, 0.03018, -0.12076,
 09:58:10.883,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:06.054, 0.177, -0.001, 0.979, 0.305, -25.513, 0,,,,,,, -90.17, -19.83, -14.035, -12.740, 64.876, -41.454, 23.35, 0.99216, 0.00317, 0.03018, -0.12076,
 09:58:10.898,d2:5a:50:4a:21:12, 2024-09-04 09:58:05.836, -0.149, -0.032, 0.971, 0.244, 61.646, 0,,,,,,, 63.369, -7.707, 5.702, -28.518, 22.050, -23.324, 23.08, -0.93573, -0.00247, 0.34848, -0.0535,
 09:58:10.992,d2:5a:50:4a:21:12, 2024-09-04 09:58:05.836, -0.257, -0.031, 0.962, 0.244, 60.974, 0,,,,,,, 63.386, -1.456, 6.29, -28.518, 22.050, -23.324, 23.08, -0.93573, -0.00247, 0.34848, -0.0535,
 09:58:11.004,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:06.054, 0.199, 0.002, 0.976, 0.244, -21.79, 0,,,,,,, -90.159, -21.011, -14.041, -12.740, 64.876, -41.454, 23.35, 0.99216, 0.00317, 0.03018, -0.12076,
 09:58:11.004,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:06.054, 0.215, 0, 0.975, 0.244, -19.592, 0,,,,,,, -90.148, -22.066, -14.041, -12.740, 64.876, -41.454, 23.35, 0.99216, 0.00317, 0.03018, -0.12076,
 09:58:11.033,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:06.054, 0.227, 0.002, 0.972, 0.183, -15.869, 0,,,,,,, -90.143, -22.972, -14.035, -12.740, 64.876, -41.454, 23.35, 0.99216, 0.00317, 0.03018, -0.12076,
 09:58:11.092,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:06.054, 0.236, 0, 0.971, 0.122, -13.123, 0,,,,,,, -90.137, -23.736, -14.03, -12.740, 64.876, -41.454, 23.35, 0.99216, 0.00317, 0.03018, -0.12076,
 09:58:11.108,d2:5a:50:4a:21:12, 2024-09-04 09:58:05.836, -0.352, -0.031, 0.94, 0.244, 62.073, 0,,,,,,, 63.375, 4.85, 6.96, -28.518, 22.050, -23.324, 23.08, -0.93573, -0.00247, 0.34848, -0.0535,
 09:58:11.184,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:06.054, 0.244, 0.002, 0.969, 0.122, -9.705, 0,,,,,,, -90.132, -24.34, -14.019, -12.740, 64.876, -41.454, 23.35, 0.99216, 0.00317, 0.03018, -0.12076,
 09:58:11.199,d2:5a:50:4a:21:12, 2024-09-04 09:58:05.836, -0.466, -0.028, 0.912, 0.244, 62.378, 0,,,,,,, 63.342, 11.14, 7.52, -28.518, 22.050, -23.324, 23.08, -0.93573, -0.00247, 0.34848, -0.0535,
 09:58:11.214,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:06.054, 0.248, 0, 0.969, 0.061, -7.08, 0,,,,,,, -90.126, -24.813, -14.002, -12.740, 64.876, -41.454, 23.35, 0.99216, 0.00317, 0.03018, -0.12076,
 09:58:11.242,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:06.054, 0.248, 0.001, 0.968, 0.061, -3.418, 0,,,,,,, -90.126, -25.126, -13.98, -12.740, 64.876, -41.454, 23.35, 0.99216, 0.00317, 0.03018, -0.12076,
 09:58:11.303,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:06.054, 0.248, 0.001, 0.967, 0, -0.977, 0,,,,,,, -90.126, -25.302, -13.958, -12.740, 64.876, -41.454, 23.35, 0.99216, 0.00317, 0.03018, -0.12076,
 09:58:11.319,d2:5a:50:4a:21:12, 2024-09-04 09:58:05.836, -0.558, -0.029, 0.856, 0.244, 62.927, 0,,,,,,, 63.292, 17.529, 7.817, 18.816, 3.234, -38.024, 23.08, -0.93573, -0.00247, 0.34848, -0.0535,
 09:58:11.364,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:06.054, 0.245, 0.001, 0.968, 0.061, 2.38, 0,,,,,,, -90.126, -25.34, -13.931, -12.740, 64.876, -41.454, 23.35, 0.99216, 0.00317, 0.03018, -0.12076,
 09:58:11.379,d2:5a:50:4a:21:12, 2024-09-04 09:58:05.836, -0.655, -0.029, 0.802, 0.183, 63.354, 0,,,,,,, 63.237, 23.901, 7.031, 18.816, 3.234, -38.024, 23.08, -0.96768, 0.02991, -0.24329, -0.05832,
 09:58:11.423,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:06.054, 0.235, 0.003, 0.968, 0, 4.578, 0,,,,,,, -90.121, -25.247, -13.898, -12.740, 64.876, -41.454, 23.35, 0.99216, 0.00317, 0.03018, -0.12076,
 09:58:11.453,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:06.054, 0.232, 0.003, 0.969, -0.061, 7.385, 0,,,,,,, -90.121, -25.021, -13.865, -12.740, 64.876, -41.454, 23.35, 0.99216, 0.00317, 0.03018, -0.12076,
 09:58:11.498,d2:5a:50:4a:21:12, 2024-09-04 09:58:05.836, -0.731, -0.028, 0.73, 0.244, 61.279, 0,,,,,,, 63.204, 30.284, 3.955, 18.816, 3.234, -38.024, 23.17, -0.96768, 0.02991, -0.24329, -0.05832,
 09:58:11.513,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:06.054, 0.218, 0.002, 0.969, -0.061, 9.521, 0,,,,,,, -90.126, -24.686, -13.826, -12.740, 64.876, -41.454, 23.35, 0.99216, 0.00317, 0.03018, -0.12076,
 09:58:11.574,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:06.054, 0.207, 0.001, 0.971, -0.122, 12.024, 0,,,,,,, -90.126, -24.23, -13.793, -12.740, 64.876, -41.454, 23.35, 0.99216, 0.00317, 0.03018, -0.12076,
 09:58:11.589,d2:5a:50:4a:21:12, 2024-09-04 09:58:07.056, -0.79, -0.028, 0.658, 0.244, 61.523, 0,,,,,,, 63.177, 36.59, -0.385, 18.816, 3.234, -38.024, 23.17, -0.96768, 0.02991, -0.24329, -0.05832,
 09:58:11.634,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:06.054, 0.195, 0.002, 0.972, -0.122, 13.733, 0,,,,,,, -90.132, -23.681, -13.749, -12.740, 64.876, -41.454, 23.35, 0.99216, 0.00317, 0.03018, -0.12076,
 09:58:11.664,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:06.054, 0.175, 0.001, 0.975, -0.122, 15.808, 0,,,,,,, -90.132, -23.044, -13.711, -12.740, 64.876, -41.454, 23.35, 0.99216, 0.00317, 0.03018, -0.12076,
 09:58:11.694,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:06.054, 0.163, 0.001, 0.976, -0.122, 17.212, 0,,,,,,, -90.137, -22.313, -13.672, -22.638, 64.288, -38.808, 23.35, 0.99216, 0.00317, 0.03018, -0.12076,
 09:58:11.709,d2:5a:50:4a:21:12, 2024-09-04 09:58:07.056, -0.848, -0.027, 0.585, 0.183, 60.486, 0,,,,,,, 63.133, 42.83, -5.114, 18.816, 3.234, -38.024, 23.17, -0.96768, 0.02991, -0.24329, -0.05832,
 09:58:11.799,d2:5a:50:4a:21:12, 2024-09-04 09:58:07.056, -0.9, -0.026, 0.498, 0.183, 60.669, 0,,,,,,, 63.045, 49.054, -9.805, 18.816, 3.234, -38.024, 23.17, -0.96768, 0.02991, -0.24329, -0.05832,
 09:58:11.813,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:06.054, 0.137, 0, 0.978, -0.183, 19.165, 0,,,,,,, -90.148, -21.506, -13.634, -22.638, 64.288, -38.808, 23.35, 0.99109, -0.00671, -0.05997, -0.11829,
 09:58:11.843,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:07.219, 0.124, 0, 0.981, -0.183, 20.63, 0,,,,,,, -90.159, -20.621, -13.59, -22.638, 64.288, -38.808, 23.35, 0.99109, -0.00671, -0.05997, -0.11829,
 09:58:11.845,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:07.219, 0.102, 0.002, 0.982, -0.183, 22.034, 0,,,,,,, -90.165, -19.66, -13.546, -22.638, 64.288, -38.808, 23.35, 0.99109, -0.00671, -0.05997, -0.11829,
 09:58:11.904,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:07.219, 0.078, 0.001, 0.983, -0.244, 23.438, 0,,,,,,, -90.17, -18.627, -13.502, -22.638, 64.288, -38.808, 23.35, 0.99109, -0.00671, -0.05997, -0.11829,
 09:58:11.949,d2:5a:50:4a:21:12, 2024-09-04 09:58:07.056, -0.946, -0.026, 0.403, 0.244, 61.035, 0,,,,,,, 62.88, 55.272, -14.348, 18.816, 3.234, -38.024, 23.17, -0.96768, 0.02991, -0.24329, -0.05832,
 09:58:11.964,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:07.219, 0.057, 0, 0.984, -0.244, 24.536, 0,,,,,,, -90.181, -17.534, -13.458, -22.638, 64.288, -38.808, 23.35, 0.99109, -0.00671, -0.05997, -0.11829,
 09:58:11.980,d2:5a:50:4a:21:12, 2024-09-04 09:58:07.056, -0.974, -0.027, 0.299, 0.244, 61.707, 0,,,,,,, 62.567, 61.534, -18.754, 18.816, 3.234, -38.024, 23.17, -0.96768, 0.02991, -0.24329, -0.05832,
 09:58:12.024,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:07.219, 0.034, 0, 0.985, -0.244, 25.513, 0,,,,,,, -90.192, -16.392, -13.414, -22.638, 64.288, -38.808, 23.35, 0.99109, -0.00671, -0.05997, -0.11829,
 09:58:12.054,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:07.219, 0.004, 0, 0.984, -0.244, 26.611, 0,,,,,,, -90.198, -15.189, -13.37, -22.638, 64.288, -38.808, 23.35, 0.99109, -0.00671, -0.05997, -0.11829,
 09:58:12.084,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:07.219, -0.017, 0, 0.983, -0.305, 27.527, 0,,,,,,, -90.209, -13.942, -13.326, -22.638, 64.288, -38.808, 23.35, 0.99109, -0.00671, -0.05997, -0.11829,
 09:58:12.099,d2:5a:50:4a:21:12, 2024-09-04 09:58:07.056, -1, -0.025, 0.195, 0.244, 61.829, 0,,,,,,, 61.99, 67.802, -23.071, 18.816, 3.234, -38.024, 23.17, -0.96768, 0.02991, -0.24329, -0.05832,
 09:58:12.173,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:07.219, -0.041, 0, 0.983, -0.305, 27.649, 0,,,,,,, -90.225, -12.662, -13.288, -22.638, 64.288, -38.808, 23.35, 0.99109, -0.00671, -0.05997, -0.11829,
 09:58:12.189,d2:5a:50:4a:21:12, 2024-09-04 09:58:07.056, -1.003, -0.026, 0.083, 0.183, 61.035, 0,,,,,,, 60.749, 74.097, -27.647, 18.816, 3.234, -38.024, 23.17, -0.96768, 0.02991, -0.24329, -0.05832,
 09:58:12.204,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:07.219, -0.066, 0, 0.981, -0.305, 28.809, 0,,,,,,, -90.236, -11.354, -13.244, -22.638, 64.288, -38.808, 23.35, 0.99109, -0.00671, -0.05997, -0.11829,
 09:58:12.263,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:07.219, -0.099, 0, 0.979, -0.305, 29.175, 0,,,,,,, -90.247, -9.992, -13.206, -22.638, 64.288, -38.808, 23.35, 0.99109, -0.00671, -0.05997, -0.11829,
 09:58:12.294,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:07.219, -0.115, 0, 0.976, -0.305, 29.724, 0,,,,,,, -90.264, -8.608, -13.162, -22.638, 64.288, -38.808, 23.35, 0.99109, -0.00671, -0.05997, -0.11829,
 09:58:12.308,d2:5a:50:4a:21:12, 2024-09-04 09:58:07.056, -0.989, -0.026, -0.021, 0.244, 61.707, 0,,,,,,, 57.047, 80.354, -34.08, 18.816, 3.234, -38.024, 23.17, -0.96768, 0.02991, -0.24329, -0.05832,
 09:58:12.383,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:07.219, -0.15, 0, 0.973, -0.366, 29.846, 0,,,,,,, -90.275, -7.207, -13.123, -22.638, 64.288, -38.808, 23.35, 0.99109, -0.00671, -0.05997, -0.11829,
 09:58:12.399,d2:5a:50:4a:21:12, 2024-09-04 09:58:07.056, -0.974, -0.024, -0.146, 0.244, 61.279, 0,,,,,,, 1.357, 86.127, -91.796, 18.816, 3.234, -38.024, 23.17, -0.96768, 0.02991, -0.24329, -0.05832,
 09:58:12.413,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:07.219, -0.17, 0, 0.967, -0.305, 30.701, 0,,,,,,, -90.291, -5.773, -13.085, -22.638, 64.288, -38.808, 23.35, 0.99109, -0.00671, -0.05997, -0.11829,
 09:58:12.473,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:07.219, -0.206, -0.001, 0.964, -0.305, 30.945, 0,,,,,,, -90.302, -4.318, -13.041, -22.638, 64.288, -38.808, 23.35, 0.99109, -0.00671, -0.05997, -0.11829,
 09:58:12.503,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:07.219, -0.224, -0.001, 0.957, -0.305, 30.64, 0,,,,,,, -90.313, -2.851, -13.002, -22.638, 64.288, -38.808, 23.35, 0.99109, -0.00671, -0.05997, -0.11829,
 09:58:12.519,d2:5a:50:4a:21:12, 2024-09-04 09:58:07.056, -0.941, -0.025, -0.258, 0.305, 62.317, 0,,,,,,, -105.54, 81.227, 160.494, 18.816, 3.234, -38.024, 23.17, -0.96768, 0.02991, -0.24329, -0.05832,
 09:58:12.594,ef:e4:2c:bf:73:a9, 2024-09-04 09:58:07.219, -0.259, -0.001, 0.953, -0.305, 30.945, 0,,,,,,, -90.33, -1.384, -12.964, -22.638, 64.288, -38.808, 23.35, 0.99109, -0.00671, -0.05997, -0.11829,
